# Region type : patch Xmax
# Faces         : 120
# Area          : 4.00000000e-03
# Scale factor  : 1.00000000e+00
# Time          	sum(phi)
19.9562         	6.00000000e-04
20.0538         	6.00000000e-04
20.1551         	6.00000000e-04
20.2555         	6.00000000e-04
20.3528         	6.00000000e-04
20.4521         	6.00000000e-04
20.5537         	6.00000000e-04
20.6516         	6.00000000e-04
20.7496         	6.00000000e-04
20.8516         	6.00000000e-04
20.951          	6.00000000e-04
21.0487         	6.00000000e-04
21.149          	6.00000000e-04
21.2504         	6.00000000e-04
21.3479         	6.00000000e-04
21.4465         	6.00000000e-04
21.5481         	6.00000000e-04
21.6466         	6.00000000e-04
21.7442         	6.00000000e-04
21.8455         	6.00000000e-04
21.9458         	6.00000000e-04
22.0438         	6.00000000e-04
22.1432         	6.00000000e-04
22.2452         	6.00000000e-04
22.3431         	6.00000000e-04
22.4411         	6.00000000e-04
22.5423         	6.00000000e-04
22.6416         	6.00000000e-04
22.7389         	6.00000000e-04
22.8393         	6.00000000e-04
22.9406         	6.00000000e-04
23.0388         	6.00000000e-04
23.1375         	6.00000000e-04
23.2398         	6.00000000e-04
23.3383         	6.00000000e-04
23.4358         	6.00000000e-04
23.5372         	6.00000000e-04
23.6373         	6.00000000e-04
23.7347         	6.00000000e-04
23.8342         	6.00000000e-04
23.9362         	6.00000000e-04
24.034          	6.00000000e-04
24.1321         	6.00000000e-04
24.2342         	6.00000000e-04
24.3334         	6.00000000e-04
24.4307         	6.00000000e-04
24.5307         	6.00000000e-04
24.6319         	6.00000000e-04
24.7294         	6.00000000e-04
24.8281         	6.00000000e-04
24.9304         	6.00000000e-04
25.0292         	6.00000000e-04
25.1268         	6.00000000e-04
25.2284         	6.00000000e-04
25.3285         	6.00000000e-04
25.4259         	6.00000000e-04
25.5254         	6.00000000e-04
25.6273         	6.00000000e-04
25.7251         	6.00000000e-04
25.8232         	6.00000000e-04
25.9254         	6.00000000e-04
26.0244         	6.00000000e-04
26.1218         	6.00000000e-04
26.2225         	6.00000000e-04
26.3235         	6.00000000e-04
26.4211         	6.00000000e-04
26.5191         	6.00000000e-04
26.6214         	6.00000000e-04
26.7197         	6.00000000e-04
26.8173         	6.00000000e-04
26.919          	6.00000000e-04
27.0196         	6.00000000e-04
27.1169         	6.00000000e-04
27.2167         	6.00000000e-04
27.3185         	6.00000000e-04
27.4163         	6.00000000e-04
27.514          	6.00000000e-04
27.6162         	6.00000000e-04
27.7151         	6.00000000e-04
27.8126         	6.00000000e-04
27.9133         	6.00000000e-04
28.0148         	6.00000000e-04
28.1122         	6.00000000e-04
28.2112         	6.00000000e-04
28.3134         	6.00000000e-04
28.4116         	6.00000000e-04
28.5089         	6.00000000e-04
28.6107         	6.00000000e-04
28.7105         	6.00000000e-04
28.8078         	6.00000000e-04
28.9076         	6.00000000e-04
29.0099         	6.00000000e-04
29.1076         	6.00000000e-04
29.2059         	6.00000000e-04
29.3081         	6.00000000e-04
29.407          	6.00000000e-04
29.5039         	6.00000000e-04
29.6049         	6.00000000e-04
29.7057         	6.00000000e-04
29.803          	6.00000000e-04
29.902          	6.00000000e-04
