# Continuity error
# Time          # Local         # Global        # Cumulative    
0.0331554       3.03691517e-14	-1.89684218e-15	-1.89684218e-15
0.0749543       5.50459418e-14	-4.14512669e-15	-6.04196887e-15
0.118842        2.88247180e-14	-3.52398545e-15	-9.56595432e-15
0.164356        5.34936229e-14	7.54362526e-15	-2.02232906e-15
0.21131         7.26516106e-14	3.90870243e-15	1.88637337e-15
0.25952         7.21780679e-14	6.75101324e-15	8.63738661e-15
0.308827        7.85916945e-14	-4.82283360e-15	3.81455300e-15
0.359049        6.51815692e-14	-9.32316404e-15	-5.50861104e-15
0.410027        6.21019692e-14	7.80778907e-15	2.29917804e-15
0.461731        6.42252936e-14	-9.29118842e-15	-6.99201039e-15
0.513678        1.24006413e-13	-1.52310301e-14	-2.22230405e-14
0.566655        1.14617912e-13	7.08412494e-15	-1.51389156e-14
0.620163        1.09530474e-13	7.35825488e-15	-7.78066070e-15
0.674149        9.49998790e-14	1.20545270e-14	4.27386628e-15
0.728588        8.31640966e-14	1.23923517e-14	1.66662180e-14
0.783436        7.52097413e-14	1.12430434e-14	2.79092613e-14
0.838638        6.97583120e-14	1.04366858e-14	3.83459472e-14
0.894226        1.16336941e-13	-1.05780334e-14	2.77679138e-14
0.949897        6.27398754e-14	8.11857270e-15	3.58864865e-14
1.00563         1.28173780e-13	1.44823093e-14	5.03687957e-14
1.06207         1.21242304e-13	1.02139012e-14	6.05826970e-14
1.11875         9.73846569e-14	1.48935120e-14	7.54762090e-14
1.17567         9.65154556e-14	1.27849146e-14	8.82611236e-14
1.23279         9.19675656e-14	1.06208608e-14	9.88819843e-14
1.29013         8.37631818e-14	1.09789537e-14	1.09860938e-13
1.34764         8.73079049e-14	-1.17383878e-15	1.08687099e-13
1.40535         7.34996947e-14	-1.14235144e-14	9.72635849e-14
1.46306         7.26963631e-14	4.19740610e-15	1.01460991e-13
1.5209          1.30587442e-13	2.07427999e-14	1.22203791e-13
1.57907         6.63358161e-14	-9.39360753e-15	1.12810183e-13
1.63737         1.25161843e-13	-8.87980208e-15	1.03930381e-13
1.69585         1.18442644e-13	-8.29568429e-15	9.56346970e-14
1.75439         8.11534497e-14	1.05836494e-14	1.06218346e-13
1.81315         1.02206281e-13	-1.34415691e-14	9.27767774e-14
1.8719          9.51612875e-14	-1.34851480e-14	7.92916293e-14
1.93066         8.94053197e-14	-1.22750903e-14	6.70165391e-14
1.98942         8.28296309e-14	-1.31389492e-14	5.38775899e-14
2.04846         7.84281421e-14	-1.23129141e-14	4.15646758e-14
2.10771         7.47446982e-14	-1.19072686e-14	2.96574072e-14
2.16697         7.06692510e-14	-1.11558282e-14	1.85015790e-14
2.22636         6.63870823e-14	-1.03511794e-14	8.15039960e-15
2.28585         7.09103454e-14	-7.93847403e-15	2.11925574e-16
2.34533         1.23376311e-13	-1.71066151e-14	-1.68946895e-14
2.40482         1.16896248e-13	-1.51084993e-14	-3.20031888e-14
2.46431         1.10268153e-13	-1.44301197e-14	-4.64333085e-14
2.5239          1.05575889e-13	-1.46782112e-14	-6.11115198e-14
2.58372         9.88942273e-14	-1.57296072e-14	-7.68411270e-14
2.64353         9.37356873e-14	-1.49262955e-14	-9.17674225e-14
2.70334         8.86709690e-14	-1.42198737e-14	-1.05987296e-13
2.76324         8.59144632e-14	-1.39175481e-14	-1.19904844e-13
2.82333         7.88093980e-14	-1.23625175e-14	-1.32267362e-13
2.88342         7.69565877e-14	-1.24768211e-14	-1.44744183e-13
2.94351         7.30047535e-14	-1.15660640e-14	-1.56310247e-13
3.00361         6.91954329e-14	-1.05997228e-14	-1.66909970e-13
3.06371         5.31116968e-14	-3.17467126e-15	-1.70084641e-13
3.12397         6.21088090e-14	-8.55368494e-15	-1.78638326e-13
3.18423         5.89336819e-14	-7.90470510e-15	-1.86543031e-13
3.24449         1.21854967e-13	-2.06472073e-14	-2.07190238e-13
3.30476         1.16447886e-13	-1.98313344e-14	-2.27021573e-13
3.36502         1.11182713e-13	-1.89190198e-14	-2.45940593e-13
3.42528         1.04867239e-13	-1.68974566e-14	-2.62838049e-13
3.48554         1.00964440e-13	-1.68222907e-14	-2.79660340e-13
3.54589         9.71638116e-14	-1.59062037e-14	-2.95566544e-13
3.60628         8.77921265e-14	-1.30631717e-14	-3.08629715e-13
3.66667         8.54542615e-14	-1.23035093e-14	-3.20933225e-13
3.72705         8.29905521e-14	-1.28789642e-14	-3.33812189e-13
3.78744         7.45788508e-14	-9.64734560e-15	-3.43459534e-13
3.84783         6.87268754e-14	-8.15903594e-15	-3.51618570e-13
3.90821         6.06443430e-14	-5.87944037e-15	-3.57498011e-13
3.9686          5.56931930e-14	-5.05531246e-15	-3.62553323e-13
4.02913         5.15480696e-14	-4.20373587e-15	-3.66757059e-13
4.08981         4.77932653e-14	-3.65611867e-15	-3.70413178e-13
4.15049         1.19873156e-13	-2.01816857e-14	-3.90594863e-13
4.21117         7.08571548e-14	-5.19520859e-15	-3.95790072e-13
4.27184         1.06841801e-13	-1.78250377e-14	-4.13615110e-13
4.33252         9.80460603e-14	-1.41953992e-14	-4.27810509e-13
4.3932          9.03981346e-14	-1.19861214e-14	-4.39796630e-13
4.45388         8.36520040e-14	-1.02840922e-14	-4.50080723e-13
4.51456         7.68596990e-14	-8.55620729e-15	-4.58636930e-13
4.57524         7.80224043e-14	3.42835498e-16	-4.58294094e-13
4.63592         6.22220878e-14	-5.06460041e-15	-4.63358695e-13
4.6966          5.77079018e-14	-4.10777826e-15	-4.67466473e-13
4.75728         5.56076594e-14	-3.78019037e-15	-4.71246663e-13
4.81796         5.21770937e-14	-3.26548429e-15	-4.74512148e-13
4.87864         1.00819288e-13	8.39736327e-15	-4.66114784e-13
4.93932         4.69578355e-14	-2.41731192e-15	-4.68532096e-13
5               4.44411497e-14	-2.07167290e-15	-4.70603769e-13
5.06083         4.36604829e-14	-1.98466003e-15	-4.72588429e-13
5.12165         4.21016907e-14	-1.84319253e-15	-4.74431622e-13
5.18248         9.92849989e-14	-6.48486339e-16	-4.75080108e-13
5.24331         4.12065215e-14	-1.79339774e-15	-4.76873506e-13
5.30414         4.26338540e-14	-1.55370981e-15	-4.78427216e-13
