# Continuity error
# Time          # Local         # Global        # Cumulative    
5.45857e-05     3.44923598e-14	-1.75773114e-15	-1.75773114e-15
0.000121689     3.80590386e-14	-3.44565268e-15	-5.20338382e-15
0.000193878     8.02730526e-14	-1.30677377e-14	-1.82711215e-14
0.00026899      5.24992574e-14	-9.15550634e-15	-2.74266279e-14
0.000346241     8.17167385e-14	-8.60242314e-15	-3.60290510e-14
0.000425069     3.28576497e-14	-4.97231191e-15	-4.10013629e-14
0.000504823     9.32415315e-14	-1.22850198e-14	-5.32863827e-14
0.000585785     8.90787567e-14	-1.98541040e-14	-7.31404867e-14
0.000667595     5.64306600e-14	-1.23188555e-14	-8.54593422e-14
0.000750123     1.09745743e-13	3.27781867e-16	-8.51315604e-14
0.000833274     9.71472406e-14	1.02517340e-15	-8.41063870e-14
0.000916637     8.87082693e-14	2.67504557e-16	-8.38388824e-14
0.001           7.32416377e-14	-4.28566837e-15	-8.81245508e-14
0.0010844       5.87895095e-14	-6.06470947e-15	-9.41892602e-14
0.00116911      5.04228128e-14	-4.65621722e-15	-9.88454775e-14
0.00125395      7.26650951e-14	-8.58983313e-15	-1.07435311e-13
0.0013388       5.59719053e-14	-8.40530055e-15	-1.15840611e-13
0.00142364      5.44855623e-14	-9.68966351e-15	-1.25530275e-13
0.00150856      1.21687710e-13	-6.66774404e-15	-1.32198019e-13
0.00159418      1.03764326e-13	-8.51987384e-15	-1.40717893e-13
0.00167979      8.83963568e-14	-7.92894147e-15	-1.48646834e-13
0.00176541      7.59636103e-14	-6.73920872e-15	-1.55386043e-13
0.00185103      6.48964219e-14	-5.73075835e-15	-1.61116801e-13
0.00193664      5.48367903e-14	-5.00437417e-15	-1.66121175e-13
0.00202241      4.62939319e-14	-4.75186752e-15	-1.70873043e-13
0.00210862      1.04877650e-13	-7.57571418e-15	-1.78448757e-13
0.00219483      8.79380153e-14	-4.23400618e-15	-1.82682763e-13
0.00228103      8.09752111e-14	-4.33878244e-15	-1.87021546e-13
0.00236724      7.01976131e-14	-5.76742297e-15	-1.92788969e-13
0.00245345      6.01746950e-14	-5.22368606e-15	-1.98012655e-13
0.00253979      5.59282947e-14	-4.29217099e-15	-2.02304826e-13
0.0026263       4.66262121e-14	-3.96989335e-15	-2.06274719e-13
0.0027128       1.17003676e-13	-1.20076560e-14	-2.18282375e-13
0.00279931      8.65172464e-14	-6.81948630e-15	-2.25101861e-13
0.00288581      7.03531847e-14	-3.24095600e-15	-2.28342817e-13
0.00297232      6.46340389e-14	-4.31525182e-15	-2.32658069e-13
