# Region type : patch Xmin
# Faces         : 120
# Area          : 4.00000000e-05
# Scale factor  : 1.00000000e+00
# Time          	sum(phi)
0.283122        	-6.00000000e-05
0.284142        	-6.00000000e-05
0.285137        	-6.00000000e-05
0.28611         	-6.00000000e-05
0.287111        	-6.00000000e-05
0.288127        	-6.00000000e-05
0.289104        	-6.00000000e-05
0.29008         	-6.00000000e-05
0.291103        	-6.00000000e-05
0.29209         	-6.00000000e-05
0.293065        	-6.00000000e-05
0.294077        	-6.00000000e-05
0.295082        	-6.00000000e-05
0.296055        	-6.00000000e-05
0.297048        	-6.00000000e-05
0.298069        	-6.00000000e-05
0.299048        	-6.00000000e-05
