# Field minima and maxima
# Time        	field         	min           	location(min) 	max           	location(max) 
145           	mag(moment)   	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	4.288692e-10	(9.816850e-05 9.999035e-03 5.000000e-03)
145           	mag(momentCoeff)	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	9.530405e-01	(9.816850e-05 9.999035e-03 5.000000e-03)
145           	nu            	1.500000e-04	(7.815126e-03 7.970105e-03 5.000000e-03)	1.500000e-04	(7.815126e-03 7.970105e-03 5.000000e-03)
145           	p             	-1.913352e-02	(2.070088e-03 1.096875e-02 5.000000e-03)	1.436795e-02	(-1.116184e-02 1.095845e-04 5.000000e-03)
145           	yPlus         	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	1.135170e+00	(-6.866495e-04 9.975915e-03 5.000000e-03)
146           	mag(U)        	0.000000e+00	(7.000970e-03 7.139805e-03 5.000000e-03)	1.887648e-01	(-4.609006e-04 -1.564446e-02 5.000000e-03)
146           	mag(force)    	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	5.226263e-08	(1.661150e-03 9.860575e-03 5.000000e-03)
146           	mag(forceCoeff)	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	2.322784e-02	(1.661150e-03 9.860575e-03 5.000000e-03)
146           	mag(moment)   	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	4.280877e-10	(9.816850e-05 -9.999035e-03 5.000000e-03)
146           	mag(momentCoeff)	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	9.513038e-01	(9.816850e-05 -9.999035e-03 5.000000e-03)
146           	nu            	1.500000e-04	(7.815126e-03 7.970105e-03 5.000000e-03)	1.500000e-04	(7.815126e-03 7.970105e-03 5.000000e-03)
146           	p             	-1.910947e-02	(2.070088e-03 -1.096875e-02 5.000000e-03)	1.434983e-02	(-1.116184e-02 1.095845e-04 5.000000e-03)
146           	yPlus         	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	1.135170e+00	(-6.866495e-04 9.975915e-03 5.000000e-03)
147           	mag(U)        	0.000000e+00	(7.000970e-03 7.139805e-03 5.000000e-03)	1.887479e-01	(-4.609006e-04 -1.564446e-02 5.000000e-03)
147           	mag(force)    	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	5.217430e-08	(1.661150e-03 -9.860575e-03 5.000000e-03)
147           	mag(forceCoeff)	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	2.318858e-02	(1.661150e-03 -9.860575e-03 5.000000e-03)
147           	mag(moment)   	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	4.272334e-10	(9.816850e-05 9.999035e-03 5.000000e-03)
147           	mag(momentCoeff)	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	9.494055e-01	(9.816850e-05 9.999035e-03 5.000000e-03)
147           	nu            	1.500000e-04	(7.815126e-03 7.970105e-03 5.000000e-03)	1.500000e-04	(7.815126e-03 7.970105e-03 5.000000e-03)
147           	p             	-1.910714e-02	(2.070088e-03 1.096875e-02 5.000000e-03)	1.433459e-02	(-1.116184e-02 1.095845e-04 5.000000e-03)
147           	yPlus         	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	1.135170e+00	(-6.866495e-04 9.975915e-03 5.000000e-03)
148           	mag(U)        	0.000000e+00	(7.000970e-03 7.139805e-03 5.000000e-03)	1.887311e-01	(-4.609006e-04 -1.564446e-02 5.000000e-03)
148           	mag(force)    	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	5.211873e-08	(1.661150e-03 9.860575e-03 5.000000e-03)
148           	mag(forceCoeff)	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	2.316388e-02	(1.661150e-03 9.860575e-03 5.000000e-03)
148           	mag(moment)   	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	4.264595e-10	(9.816850e-05 -9.999035e-03 5.000000e-03)
148           	mag(momentCoeff)	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	9.476856e-01	(9.816850e-05 -9.999035e-03 5.000000e-03)
148           	nu            	1.500000e-04	(7.815126e-03 7.970105e-03 5.000000e-03)	1.500000e-04	(7.815126e-03 7.970105e-03 5.000000e-03)
148           	p             	-1.908335e-02	(2.070088e-03 -1.096875e-02 5.000000e-03)	1.431687e-02	(-1.116184e-02 1.095845e-04 5.000000e-03)
148           	yPlus         	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	1.135170e+00	(-6.866495e-04 9.975915e-03 5.000000e-03)
149           	mag(U)        	0.000000e+00	(7.000970e-03 7.139805e-03 5.000000e-03)	1.887143e-01	(-4.609006e-04 -1.564446e-02 5.000000e-03)
149           	mag(force)    	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	5.203130e-08	(1.661150e-03 -9.860575e-03 5.000000e-03)
149           	mag(forceCoeff)	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	2.312502e-02	(1.661150e-03 -9.860575e-03 5.000000e-03)
149           	mag(moment)   	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	4.256131e-10	(9.816850e-05 9.999035e-03 5.000000e-03)
149           	mag(momentCoeff)	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	9.458048e-01	(9.816850e-05 9.999035e-03 5.000000e-03)
149           	nu            	1.500000e-04	(7.815126e-03 7.970105e-03 5.000000e-03)	1.500000e-04	(7.815126e-03 7.970105e-03 5.000000e-03)
149           	p             	-1.908106e-02	(2.070088e-03 1.096875e-02 5.000000e-03)	1.430202e-02	(-1.116184e-02 1.095845e-04 5.000000e-03)
149           	yPlus         	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	1.135170e+00	(-6.866495e-04 9.975915e-03 5.000000e-03)
150           	mag(U)        	0.000000e+00	(7.000970e-03 7.139805e-03 5.000000e-03)	1.886975e-01	(-4.609006e-04 -1.564446e-02 5.000000e-03)
150           	mag(force)    	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	5.197634e-08	(1.661150e-03 9.860575e-03 5.000000e-03)
150           	mag(forceCoeff)	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	2.310060e-02	(1.661150e-03 9.860575e-03 5.000000e-03)
150           	mag(moment)   	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	4.248466e-10	(9.816850e-05 -9.999035e-03 5.000000e-03)
150           	mag(momentCoeff)	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	9.441014e-01	(9.816850e-05 -9.999035e-03 5.000000e-03)
150           	nu            	1.500000e-04	(7.815126e-03 7.970105e-03 5.000000e-03)	1.500000e-04	(7.815126e-03 7.970105e-03 5.000000e-03)
150           	p             	-1.905756e-02	(2.070088e-03 -1.096875e-02 5.000000e-03)	1.428469e-02	(-1.116184e-02 1.095845e-04 5.000000e-03)
150           	yPlus         	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	1.135170e+00	(-6.866495e-04 9.975915e-03 5.000000e-03)
151           	mag(U)        	0.000000e+00	(7.000970e-03 7.139805e-03 5.000000e-03)	1.886809e-01	(-4.609006e-04 -1.564446e-02 5.000000e-03)
151           	mag(force)    	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	5.188983e-08	(1.661150e-03 -9.860575e-03 5.000000e-03)
151           	mag(forceCoeff)	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	2.306215e-02	(1.661150e-03 -9.860575e-03 5.000000e-03)
151           	mag(moment)   	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	4.240081e-10	(9.816850e-05 9.999035e-03 5.000000e-03)
151           	mag(momentCoeff)	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	9.422380e-01	(9.816850e-05 9.999035e-03 5.000000e-03)
151           	nu            	1.500000e-04	(7.815126e-03 7.970105e-03 5.000000e-03)	1.500000e-04	(7.815126e-03 7.970105e-03 5.000000e-03)
151           	p             	-1.905527e-02	(2.070088e-03 1.096875e-02 5.000000e-03)	1.427023e-02	(-1.116184e-02 1.095845e-04 5.000000e-03)
151           	yPlus         	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	1.135170e+00	(-6.866495e-04 9.975915e-03 5.000000e-03)
152           	mag(U)        	0.000000e+00	(7.000970e-03 7.139805e-03 5.000000e-03)	1.886642e-01	(-4.609006e-04 -1.564446e-02 5.000000e-03)
152           	mag(force)    	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	5.183543e-08	(1.661150e-03 9.860575e-03 5.000000e-03)
152           	mag(forceCoeff)	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	2.303797e-02	(1.661150e-03 9.860575e-03 5.000000e-03)
152           	mag(moment)   	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	4.232487e-10	(9.816850e-05 -9.999035e-03 5.000000e-03)
152           	mag(momentCoeff)	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	9.405507e-01	(9.816850e-05 -9.999035e-03 5.000000e-03)
152           	nu            	1.500000e-04	(7.815126e-03 7.970105e-03 5.000000e-03)	1.500000e-04	(7.815126e-03 7.970105e-03 5.000000e-03)
152           	p             	-1.903206e-02	(2.070088e-03 -1.096875e-02 5.000000e-03)	1.425327e-02	(-1.116184e-02 1.095845e-04 5.000000e-03)
152           	yPlus         	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	1.135170e+00	(-6.866495e-04 9.975915e-03 5.000000e-03)
153           	mag(U)        	0.000000e+00	(7.000970e-03 7.139805e-03 5.000000e-03)	1.886477e-01	(-4.609006e-04 -1.564446e-02 5.000000e-03)
153           	mag(force)    	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	5.174985e-08	(1.661150e-03 -9.860575e-03 5.000000e-03)
153           	mag(forceCoeff)	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	2.299993e-02	(1.661150e-03 -9.860575e-03 5.000000e-03)
153           	mag(moment)   	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	4.224180e-10	(9.816850e-05 9.999035e-03 5.000000e-03)
153           	mag(momentCoeff)	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	9.387047e-01	(9.816850e-05 9.999035e-03 5.000000e-03)
153           	nu            	1.500000e-04	(7.815126e-03 7.970105e-03 5.000000e-03)	1.500000e-04	(7.815126e-03 7.970105e-03 5.000000e-03)
153           	p             	-1.902980e-02	(2.070088e-03 1.096875e-02 5.000000e-03)	1.423918e-02	(-1.116184e-02 1.095845e-04 5.000000e-03)
153           	yPlus         	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	1.135170e+00	(-6.866495e-04 9.975915e-03 5.000000e-03)
154           	mag(U)        	0.000000e+00	(7.000970e-03 7.139805e-03 5.000000e-03)	1.886311e-01	(-4.609006e-04 -1.564446e-02 5.000000e-03)
154           	mag(force)    	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	5.169602e-08	(1.661150e-03 9.860575e-03 5.000000e-03)
154           	mag(forceCoeff)	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	2.297601e-02	(1.661150e-03 9.860575e-03 5.000000e-03)
154           	mag(moment)   	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	4.216660e-10	(9.816850e-05 -9.999035e-03 5.000000e-03)
154           	mag(momentCoeff)	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	9.370336e-01	(9.816850e-05 -9.999035e-03 5.000000e-03)
154           	nu            	1.500000e-04	(7.815126e-03 7.970105e-03 5.000000e-03)	1.500000e-04	(7.815126e-03 7.970105e-03 5.000000e-03)
154           	p             	-1.900687e-02	(2.070088e-03 -1.096875e-02 5.000000e-03)	1.422261e-02	(-1.116184e-02 1.095845e-04 5.000000e-03)
154           	yPlus         	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	1.135170e+00	(-6.866495e-04 9.975915e-03 5.000000e-03)
155           	mag(U)        	0.000000e+00	(7.000970e-03 7.139805e-03 5.000000e-03)	1.886146e-01	(-4.609006e-04 -1.564446e-02 5.000000e-03)
155           	mag(force)    	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	5.161137e-08	(1.661150e-03 -9.860575e-03 5.000000e-03)
155           	mag(forceCoeff)	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	2.293838e-02	(1.661150e-03 -9.860575e-03 5.000000e-03)
155           	mag(moment)   	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	4.208432e-10	(9.816850e-05 9.999035e-03 5.000000e-03)
155           	mag(momentCoeff)	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	9.352050e-01	(9.816850e-05 9.999035e-03 5.000000e-03)
155           	nu            	1.500000e-04	(7.815126e-03 7.970105e-03 5.000000e-03)	1.500000e-04	(7.815126e-03 7.970105e-03 5.000000e-03)
155           	p             	-1.900463e-02	(2.070088e-03 1.096875e-02 5.000000e-03)	1.420887e-02	(-1.116184e-02 1.095845e-04 5.000000e-03)
155           	yPlus         	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	1.135170e+00	(-6.866495e-04 9.975915e-03 5.000000e-03)
156           	mag(U)        	0.000000e+00	(7.000970e-03 7.139805e-03 5.000000e-03)	1.885982e-01	(-4.609006e-04 -1.564446e-02 5.000000e-03)
156           	mag(force)    	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	5.155809e-08	(1.661150e-03 9.860575e-03 5.000000e-03)
156           	mag(forceCoeff)	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	2.291471e-02	(1.661150e-03 9.860575e-03 5.000000e-03)
156           	mag(moment)   	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	4.200983e-10	(9.816850e-05 -9.999035e-03 5.000000e-03)
156           	mag(momentCoeff)	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	9.335497e-01	(9.816850e-05 -9.999035e-03 5.000000e-03)
156           	nu            	1.500000e-04	(7.815126e-03 7.970105e-03 5.000000e-03)	1.500000e-04	(7.815126e-03 7.970105e-03 5.000000e-03)
156           	p             	-1.898199e-02	(2.070088e-03 -1.096875e-02 5.000000e-03)	1.419267e-02	(-1.116184e-02 1.095845e-04 5.000000e-03)
156           	yPlus         	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	1.135170e+00	(-6.866495e-04 9.975915e-03 5.000000e-03)
157           	mag(U)        	0.000000e+00	(7.000970e-03 7.139805e-03 5.000000e-03)	1.885818e-01	(-4.609006e-04 -1.564446e-02 5.000000e-03)
157           	mag(force)    	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	5.147434e-08	(1.661150e-03 -9.860575e-03 5.000000e-03)
157           	mag(forceCoeff)	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	2.287749e-02	(1.661150e-03 -9.860575e-03 5.000000e-03)
157           	mag(moment)   	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	4.192831e-10	(9.816850e-05 9.999035e-03 5.000000e-03)
157           	mag(momentCoeff)	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	9.317382e-01	(9.816850e-05 9.999035e-03 5.000000e-03)
157           	nu            	1.500000e-04	(7.815126e-03 7.970105e-03 5.000000e-03)	1.500000e-04	(7.815126e-03 7.970105e-03 5.000000e-03)
157           	p             	-1.897973e-02	(2.070088e-03 1.096875e-02 5.000000e-03)	1.417927e-02	(-1.116184e-02 1.095845e-04 5.000000e-03)
157           	yPlus         	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	1.135170e+00	(-6.866495e-04 9.975915e-03 5.000000e-03)
158           	mag(U)        	0.000000e+00	(7.000970e-03 7.139805e-03 5.000000e-03)	1.885654e-01	(-4.609006e-04 -1.564446e-02 5.000000e-03)
158           	mag(force)    	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	5.142159e-08	(1.661150e-03 9.860575e-03 5.000000e-03)
158           	mag(forceCoeff)	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	2.285404e-02	(1.661150e-03 9.860575e-03 5.000000e-03)
158           	mag(moment)   	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	4.185452e-10	(9.816850e-05 -9.999035e-03 5.000000e-03)
158           	mag(momentCoeff)	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	9.300983e-01	(9.816850e-05 -9.999035e-03 5.000000e-03)
158           	nu            	1.500000e-04	(7.815126e-03 7.970105e-03 5.000000e-03)	1.500000e-04	(7.815126e-03 7.970105e-03 5.000000e-03)
158           	p             	-1.895738e-02	(2.070088e-03 -1.096875e-02 5.000000e-03)	1.416344e-02	(-1.116184e-02 1.095845e-04 5.000000e-03)
158           	yPlus         	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	1.135170e+00	(-6.866495e-04 9.975915e-03 5.000000e-03)
159           	mag(U)        	0.000000e+00	(7.000970e-03 7.139805e-03 5.000000e-03)	1.885491e-01	(-4.609006e-04 -1.564446e-02 5.000000e-03)
159           	mag(force)    	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	5.133874e-08	(1.661150e-03 -9.860575e-03 5.000000e-03)
159           	mag(forceCoeff)	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	2.281722e-02	(1.661150e-03 -9.860575e-03 5.000000e-03)
159           	mag(moment)   	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	4.177376e-10	(9.816850e-05 9.999035e-03 5.000000e-03)
159           	mag(momentCoeff)	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	9.283037e-01	(9.816850e-05 9.999035e-03 5.000000e-03)
159           	nu            	1.500000e-04	(7.815126e-03 7.970105e-03 5.000000e-03)	1.500000e-04	(7.815126e-03 7.970105e-03 5.000000e-03)
159           	p             	-1.895511e-02	(2.070088e-03 1.096875e-02 5.000000e-03)	1.415036e-02	(-1.116184e-02 1.095845e-04 5.000000e-03)
159           	yPlus         	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	1.135170e+00	(-6.866495e-04 9.975915e-03 5.000000e-03)
160           	mag(U)        	0.000000e+00	(7.000970e-03 7.139805e-03 5.000000e-03)	1.885329e-01	(-4.609006e-04 -1.564446e-02 5.000000e-03)
160           	mag(force)    	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	5.128648e-08	(1.661150e-03 9.860575e-03 5.000000e-03)
160           	mag(forceCoeff)	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	2.279399e-02	(1.661150e-03 9.860575e-03 5.000000e-03)
160           	mag(moment)   	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	4.170065e-10	(9.816850e-05 -9.999035e-03 5.000000e-03)
160           	mag(momentCoeff)	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	9.266790e-01	(9.816850e-05 -9.999035e-03 5.000000e-03)
160           	nu            	1.500000e-04	(7.815126e-03 7.970105e-03 5.000000e-03)	1.500000e-04	(7.815126e-03 7.970105e-03 5.000000e-03)
160           	p             	-1.893305e-02	(2.070088e-03 -1.096875e-02 5.000000e-03)	1.413489e-02	(-1.116184e-02 1.095845e-04 5.000000e-03)
160           	yPlus         	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	1.135170e+00	(-6.866495e-04 9.975915e-03 5.000000e-03)
161           	mag(U)        	0.000000e+00	(7.000970e-03 7.139805e-03 5.000000e-03)	1.885166e-01	(-4.609006e-04 -1.564446e-02 5.000000e-03)
161           	mag(force)    	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	5.120455e-08	(1.661150e-03 -9.860575e-03 5.000000e-03)
161           	mag(forceCoeff)	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	2.275758e-02	(1.661150e-03 -9.860575e-03 5.000000e-03)
161           	mag(moment)   	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	4.162065e-10	(9.816850e-05 9.999035e-03 5.000000e-03)
161           	mag(momentCoeff)	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	9.249013e-01	(9.816850e-05 9.999035e-03 5.000000e-03)
161           	nu            	1.500000e-04	(7.815126e-03 7.970105e-03 5.000000e-03)	1.500000e-04	(7.815126e-03 7.970105e-03 5.000000e-03)
161           	p             	-1.893075e-02	(2.070088e-03 1.096875e-02 5.000000e-03)	1.412212e-02	(-1.116184e-02 1.095845e-04 5.000000e-03)
161           	yPlus         	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	1.135170e+00	(-6.866495e-04 9.975915e-03 5.000000e-03)
162           	mag(U)        	0.000000e+00	(7.000970e-03 7.139805e-03 5.000000e-03)	1.885004e-01	(-4.609006e-04 -1.564446e-02 5.000000e-03)
162           	mag(force)    	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	5.115277e-08	(1.661150e-03 9.860575e-03 5.000000e-03)
162           	mag(forceCoeff)	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	2.273456e-02	(1.661150e-03 9.860575e-03 5.000000e-03)
162           	mag(moment)   	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	4.154821e-10	(9.816850e-05 -9.999035e-03 5.000000e-03)
162           	mag(momentCoeff)	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	9.232915e-01	(9.816850e-05 -9.999035e-03 5.000000e-03)
162           	nu            	1.500000e-04	(7.815126e-03 7.970105e-03 5.000000e-03)	1.500000e-04	(7.815126e-03 7.970105e-03 5.000000e-03)
162           	p             	-1.890899e-02	(2.070088e-03 -1.096875e-02 5.000000e-03)	1.410699e-02	(-1.116184e-02 1.095845e-04 5.000000e-03)
162           	yPlus         	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	1.135170e+00	(-6.866495e-04 9.975915e-03 5.000000e-03)
163           	mag(U)        	0.000000e+00	(7.000970e-03 7.139805e-03 5.000000e-03)	1.884843e-01	(-4.609006e-04 -1.564446e-02 5.000000e-03)
163           	mag(force)    	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	5.107175e-08	(1.661150e-03 -9.860575e-03 5.000000e-03)
163           	mag(forceCoeff)	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	2.269855e-02	(1.661150e-03 -9.860575e-03 5.000000e-03)
163           	mag(moment)   	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	4.146897e-10	(9.816850e-05 9.999035e-03 5.000000e-03)
163           	mag(momentCoeff)	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	9.215305e-01	(9.816850e-05 9.999035e-03 5.000000e-03)
163           	nu            	1.500000e-04	(7.815126e-03 7.970105e-03 5.000000e-03)	1.500000e-04	(7.815126e-03 7.970105e-03 5.000000e-03)
163           	p             	-1.890667e-02	(2.070088e-03 1.096875e-02 5.000000e-03)	1.409451e-02	(-1.116184e-02 1.095845e-04 5.000000e-03)
163           	yPlus         	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	1.135170e+00	(-6.866495e-04 9.975915e-03 5.000000e-03)
164           	mag(U)        	0.000000e+00	(7.000970e-03 7.139805e-03 5.000000e-03)	1.884682e-01	(-4.609006e-04 -1.564446e-02 5.000000e-03)
164           	mag(force)    	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	5.102044e-08	(1.661150e-03 9.860575e-03 5.000000e-03)
164           	mag(forceCoeff)	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	2.267575e-02	(1.661150e-03 9.860575e-03 5.000000e-03)
164           	mag(moment)   	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	4.139719e-10	(9.816850e-05 -9.999035e-03 5.000000e-03)
164           	mag(momentCoeff)	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	9.199356e-01	(9.816850e-05 -9.999035e-03 5.000000e-03)
164           	nu            	1.500000e-04	(7.815126e-03 7.970105e-03 5.000000e-03)	1.500000e-04	(7.815126e-03 7.970105e-03 5.000000e-03)
164           	p             	-1.888520e-02	(2.070088e-03 1.096875e-02 5.000000e-03)	1.407972e-02	(-1.116184e-02 1.095845e-04 5.000000e-03)
164           	yPlus         	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	1.135170e+00	(-6.866495e-04 9.975915e-03 5.000000e-03)
165           	mag(U)        	0.000000e+00	(7.000970e-03 7.139805e-03 5.000000e-03)	1.884521e-01	(-4.609006e-04 -1.564446e-02 5.000000e-03)
165           	mag(force)    	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	5.094035e-08	(1.661150e-03 9.860575e-03 5.000000e-03)
165           	mag(forceCoeff)	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	2.264016e-02	(1.661150e-03 9.860575e-03 5.000000e-03)
165           	mag(moment)   	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	4.131870e-10	(9.816850e-05 9.999035e-03 5.000000e-03)
165           	mag(momentCoeff)	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	9.181912e-01	(9.816850e-05 9.999035e-03 5.000000e-03)
165           	nu            	1.500000e-04	(7.815126e-03 7.970105e-03 5.000000e-03)	1.500000e-04	(7.815126e-03 7.970105e-03 5.000000e-03)
165           	p             	-1.888284e-02	(2.070088e-03 1.096875e-02 5.000000e-03)	1.406753e-02	(-1.116184e-02 1.095845e-04 5.000000e-03)
165           	yPlus         	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	1.135170e+00	(-6.866495e-04 9.975915e-03 5.000000e-03)
166           	mag(U)        	0.000000e+00	(7.000970e-03 7.139805e-03 5.000000e-03)	1.884361e-01	(-4.609006e-04 -1.564446e-02 5.000000e-03)
166           	mag(force)    	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	5.088949e-08	(1.661150e-03 -9.860575e-03 5.000000e-03)
166           	mag(forceCoeff)	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	2.261755e-02	(1.661150e-03 -9.860575e-03 5.000000e-03)
166           	mag(moment)   	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	4.124758e-10	(9.816850e-05 -9.999035e-03 5.000000e-03)
166           	mag(momentCoeff)	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	9.166108e-01	(9.816850e-05 -9.999035e-03 5.000000e-03)
166           	nu            	1.500000e-04	(7.815126e-03 7.970105e-03 5.000000e-03)	1.500000e-04	(7.815126e-03 7.970105e-03 5.000000e-03)
166           	p             	-1.886169e-02	(2.070088e-03 1.096875e-02 5.000000e-03)	1.405306e-02	(-1.116184e-02 1.095845e-04 5.000000e-03)
166           	yPlus         	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	1.135170e+00	(-6.866495e-04 9.975915e-03 5.000000e-03)
167           	mag(U)        	0.000000e+00	(7.000970e-03 7.139805e-03 5.000000e-03)	1.884201e-01	(-4.609006e-04 -1.564446e-02 5.000000e-03)
167           	mag(force)    	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	5.081031e-08	(1.661150e-03 9.860575e-03 5.000000e-03)
167           	mag(forceCoeff)	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	2.258236e-02	(1.661150e-03 9.860575e-03 5.000000e-03)
