# Field minima and maxima
# Time        	field         	min           	location(min) 	max           	location(max) 
698           	p             	-1.601508e-02	(1.637859e-03 1.104158e-02 5.000000e-03)	1.295764e-02	(-1.116184e-02 1.095845e-04 5.000000e-03)
698           	yPlus         	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	8.428832e-01	(-4.097045e-03 9.121655e-03 5.000000e-03)
699           	mag(U)        	0.000000e+00	(7.000970e-03 7.139805e-03 5.000000e-03)	1.869283e-01	(-1.977703e-04 2.014401e-02 5.000000e-03)
699           	mag(force)    	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	3.749904e-08	(6.866495e-04 9.975915e-03 5.000000e-03)
699           	mag(forceCoeff)	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	1.666624e-02	(6.866495e-04 9.975915e-03 5.000000e-03)
699           	mag(moment)   	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	2.584831e-10	(-1.854430e-03 9.826060e-03 5.000000e-03)
699           	mag(momentCoeff)	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	5.744056e-01	(-1.854430e-03 9.826060e-03 5.000000e-03)
699           	nu            	1.500000e-04	(7.815126e-03 7.970105e-03 5.000000e-03)	1.500000e-04	(7.815126e-03 7.970105e-03 5.000000e-03)
699           	p             	-1.601136e-02	(1.637859e-03 1.104158e-02 5.000000e-03)	1.295851e-02	(-1.116184e-02 1.095845e-04 5.000000e-03)
699           	yPlus         	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	8.428832e-01	(-4.097045e-03 9.121655e-03 5.000000e-03)
700           	mag(U)        	0.000000e+00	(7.000970e-03 7.139805e-03 5.000000e-03)	1.869383e-01	(-1.977703e-04 2.014401e-02 5.000000e-03)
700           	mag(force)    	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	3.748820e-08	(6.866495e-04 9.975915e-03 5.000000e-03)
700           	mag(forceCoeff)	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	1.666142e-02	(6.866495e-04 9.975915e-03 5.000000e-03)
700           	mag(moment)   	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	2.583852e-10	(-1.854430e-03 9.826060e-03 5.000000e-03)
700           	mag(momentCoeff)	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	5.741880e-01	(-1.854430e-03 9.826060e-03 5.000000e-03)
700           	nu            	1.500000e-04	(7.815126e-03 7.970105e-03 5.000000e-03)	1.500000e-04	(7.815126e-03 7.970105e-03 5.000000e-03)
700           	p             	-1.600766e-02	(1.637859e-03 1.104158e-02 5.000000e-03)	1.295966e-02	(-1.116184e-02 1.095845e-04 5.000000e-03)
700           	yPlus         	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	8.428832e-01	(-4.097045e-03 9.121655e-03 5.000000e-03)
701           	mag(U)        	0.000000e+00	(7.000970e-03 7.139805e-03 5.000000e-03)	1.869482e-01	(-1.977703e-04 2.014401e-02 5.000000e-03)
701           	mag(force)    	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	3.747737e-08	(6.866495e-04 9.975915e-03 5.000000e-03)
701           	mag(forceCoeff)	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	1.665661e-02	(6.866495e-04 9.975915e-03 5.000000e-03)
701           	mag(moment)   	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	2.582871e-10	(-1.854430e-03 9.826060e-03 5.000000e-03)
701           	mag(momentCoeff)	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	5.739700e-01	(-1.854430e-03 9.826060e-03 5.000000e-03)
701           	nu            	1.500000e-04	(7.815126e-03 7.970105e-03 5.000000e-03)	1.500000e-04	(7.815126e-03 7.970105e-03 5.000000e-03)
701           	p             	-1.600394e-02	(1.637859e-03 1.104158e-02 5.000000e-03)	1.296053e-02	(-1.116184e-02 1.095845e-04 5.000000e-03)
701           	yPlus         	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	8.278503e-01	(-4.275345e-03 9.039455e-03 5.000000e-03)
702           	mag(U)        	0.000000e+00	(7.000970e-03 7.139805e-03 5.000000e-03)	1.869581e-01	(-1.977703e-04 2.014401e-02 5.000000e-03)
702           	mag(force)    	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	3.746656e-08	(6.866495e-04 9.975915e-03 5.000000e-03)
702           	mag(forceCoeff)	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	1.665180e-02	(6.866495e-04 9.975915e-03 5.000000e-03)
702           	mag(moment)   	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	2.581896e-10	(-1.854430e-03 9.826060e-03 5.000000e-03)
702           	mag(momentCoeff)	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	5.737534e-01	(-1.854430e-03 9.826060e-03 5.000000e-03)
702           	nu            	1.500000e-04	(7.815126e-03 7.970105e-03 5.000000e-03)	1.500000e-04	(7.815126e-03 7.970105e-03 5.000000e-03)
702           	p             	-1.600024e-02	(1.637859e-03 1.104158e-02 5.000000e-03)	1.296169e-02	(-1.116184e-02 1.095845e-04 5.000000e-03)
702           	yPlus         	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	8.278503e-01	(-4.275345e-03 9.039455e-03 5.000000e-03)
703           	mag(U)        	0.000000e+00	(7.000970e-03 7.139805e-03 5.000000e-03)	1.869680e-01	(-1.977703e-04 2.014401e-02 5.000000e-03)
703           	mag(force)    	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	3.745576e-08	(6.866495e-04 9.975915e-03 5.000000e-03)
703           	mag(forceCoeff)	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	1.664700e-02	(6.866495e-04 9.975915e-03 5.000000e-03)
703           	mag(moment)   	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	2.580920e-10	(-1.854430e-03 9.826060e-03 5.000000e-03)
703           	mag(momentCoeff)	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	5.735365e-01	(-1.854430e-03 9.826060e-03 5.000000e-03)
703           	nu            	1.500000e-04	(7.815126e-03 7.970105e-03 5.000000e-03)	1.500000e-04	(7.815126e-03 7.970105e-03 5.000000e-03)
703           	p             	-1.599652e-02	(1.637859e-03 1.104158e-02 5.000000e-03)	1.296256e-02	(-1.116184e-02 1.095845e-04 5.000000e-03)
703           	yPlus         	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	8.278503e-01	(-4.275345e-03 9.039455e-03 5.000000e-03)
704           	mag(U)        	0.000000e+00	(7.000970e-03 7.139805e-03 5.000000e-03)	1.869779e-01	(-1.977703e-04 2.014401e-02 5.000000e-03)
704           	mag(force)    	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	3.744498e-08	(6.866495e-04 9.975915e-03 5.000000e-03)
704           	mag(forceCoeff)	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	1.664221e-02	(6.866495e-04 9.975915e-03 5.000000e-03)
704           	mag(moment)   	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	2.579950e-10	(-1.854430e-03 9.826060e-03 5.000000e-03)
704           	mag(momentCoeff)	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	5.733209e-01	(-1.854430e-03 9.826060e-03 5.000000e-03)
704           	nu            	1.500000e-04	(7.815126e-03 7.970105e-03 5.000000e-03)	1.500000e-04	(7.815126e-03 7.970105e-03 5.000000e-03)
704           	p             	-1.599282e-02	(1.637859e-03 1.104158e-02 5.000000e-03)	1.296371e-02	(-1.116184e-02 1.095845e-04 5.000000e-03)
704           	yPlus         	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	8.278503e-01	(-4.275345e-03 9.039455e-03 5.000000e-03)
705           	mag(U)        	0.000000e+00	(7.000970e-03 7.139805e-03 5.000000e-03)	1.869877e-01	(-1.977703e-04 2.014401e-02 5.000000e-03)
705           	mag(force)    	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	3.743421e-08	(6.866495e-04 9.975915e-03 5.000000e-03)
705           	mag(forceCoeff)	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	1.663742e-02	(6.866495e-04 9.975915e-03 5.000000e-03)
705           	mag(moment)   	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	2.578979e-10	(-1.854430e-03 9.826060e-03 5.000000e-03)
705           	mag(momentCoeff)	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	5.731051e-01	(-1.854430e-03 9.826060e-03 5.000000e-03)
705           	nu            	1.500000e-04	(7.815126e-03 7.970105e-03 5.000000e-03)	1.500000e-04	(7.815126e-03 7.970105e-03 5.000000e-03)
705           	p             	-1.598911e-02	(1.637859e-03 1.104158e-02 5.000000e-03)	1.296459e-02	(-1.116184e-02 1.095845e-04 5.000000e-03)
705           	yPlus         	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	8.278503e-01	(-4.275345e-03 9.039455e-03 5.000000e-03)
706           	mag(U)        	0.000000e+00	(7.000970e-03 7.139805e-03 5.000000e-03)	1.869975e-01	(-1.977703e-04 2.014401e-02 5.000000e-03)
706           	mag(force)    	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	3.742346e-08	(6.866495e-04 9.975915e-03 5.000000e-03)
706           	mag(forceCoeff)	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	1.663265e-02	(6.866495e-04 9.975915e-03 5.000000e-03)
706           	mag(moment)   	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	2.578013e-10	(-1.854430e-03 9.826060e-03 5.000000e-03)
706           	mag(momentCoeff)	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	5.728905e-01	(-1.854430e-03 9.826060e-03 5.000000e-03)
706           	nu            	1.500000e-04	(7.815126e-03 7.970105e-03 5.000000e-03)	1.500000e-04	(7.815126e-03 7.970105e-03 5.000000e-03)
706           	p             	-1.598541e-02	(1.637859e-03 1.104158e-02 5.000000e-03)	1.296574e-02	(-1.116184e-02 1.095845e-04 5.000000e-03)
706           	yPlus         	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	8.278503e-01	(-4.275345e-03 9.039455e-03 5.000000e-03)
707           	mag(U)        	0.000000e+00	(7.000970e-03 7.139805e-03 5.000000e-03)	1.870073e-01	(-1.977703e-04 2.014401e-02 5.000000e-03)
707           	mag(force)    	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	3.741272e-08	(6.866495e-04 9.975915e-03 5.000000e-03)
707           	mag(forceCoeff)	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	1.662787e-02	(6.866495e-04 9.975915e-03 5.000000e-03)
707           	mag(moment)   	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	2.577046e-10	(-1.854430e-03 9.826060e-03 5.000000e-03)
707           	mag(momentCoeff)	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	5.726757e-01	(-1.854430e-03 9.826060e-03 5.000000e-03)
707           	nu            	1.500000e-04	(7.815126e-03 7.970105e-03 5.000000e-03)	1.500000e-04	(7.815126e-03 7.970105e-03 5.000000e-03)
707           	p             	-1.598170e-02	(1.637859e-03 1.104158e-02 5.000000e-03)	1.296662e-02	(-1.116184e-02 1.095845e-04 5.000000e-03)
707           	yPlus         	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	8.278503e-01	(-4.275345e-03 9.039455e-03 5.000000e-03)
708           	mag(U)        	0.000000e+00	(7.000970e-03 7.139805e-03 5.000000e-03)	1.870171e-01	(-1.977703e-04 2.014401e-02 5.000000e-03)
708           	mag(force)    	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	3.740200e-08	(6.866495e-04 9.975915e-03 5.000000e-03)
708           	mag(forceCoeff)	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	1.662311e-02	(6.866495e-04 9.975915e-03 5.000000e-03)
708           	mag(moment)   	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	2.576086e-10	(-2.046995e-03 9.787755e-03 5.000000e-03)
708           	mag(momentCoeff)	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	5.724623e-01	(-2.046995e-03 9.787755e-03 5.000000e-03)
708           	nu            	1.500000e-04	(7.815126e-03 7.970105e-03 5.000000e-03)	1.500000e-04	(7.815126e-03 7.970105e-03 5.000000e-03)
708           	p             	-1.597801e-02	(1.637859e-03 1.104158e-02 5.000000e-03)	1.296777e-02	(-1.116184e-02 1.095845e-04 5.000000e-03)
708           	yPlus         	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	8.278503e-01	(-4.275345e-03 9.039455e-03 5.000000e-03)
709           	mag(U)        	0.000000e+00	(7.000970e-03 7.139805e-03 5.000000e-03)	1.870268e-01	(-1.977703e-04 2.014401e-02 5.000000e-03)
709           	mag(force)    	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	3.739129e-08	(6.866495e-04 9.975915e-03 5.000000e-03)
709           	mag(forceCoeff)	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	1.661835e-02	(6.866495e-04 9.975915e-03 5.000000e-03)
709           	mag(moment)   	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	2.575143e-10	(-2.046995e-03 9.787755e-03 5.000000e-03)
709           	mag(momentCoeff)	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	5.722528e-01	(-2.046995e-03 9.787755e-03 5.000000e-03)
709           	nu            	1.500000e-04	(7.815126e-03 7.970105e-03 5.000000e-03)	1.500000e-04	(7.815126e-03 7.970105e-03 5.000000e-03)
709           	p             	-1.597430e-02	(1.637859e-03 1.104158e-02 5.000000e-03)	1.296865e-02	(-1.116184e-02 1.095845e-04 5.000000e-03)
709           	yPlus         	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	8.278503e-01	(-4.275345e-03 9.039455e-03 5.000000e-03)
710           	mag(U)        	0.000000e+00	(7.000970e-03 7.139805e-03 5.000000e-03)	1.870365e-01	(-1.977703e-04 2.014401e-02 5.000000e-03)
710           	mag(force)    	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	3.738060e-08	(6.866495e-04 9.975915e-03 5.000000e-03)
710           	mag(forceCoeff)	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	1.661360e-02	(6.866495e-04 9.975915e-03 5.000000e-03)
710           	mag(moment)   	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	2.574206e-10	(-2.046995e-03 9.787755e-03 5.000000e-03)
710           	mag(momentCoeff)	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	5.720446e-01	(-2.046995e-03 9.787755e-03 5.000000e-03)
710           	nu            	1.500000e-04	(7.815126e-03 7.970105e-03 5.000000e-03)	1.500000e-04	(7.815126e-03 7.970105e-03 5.000000e-03)
710           	p             	-1.597061e-02	(1.637859e-03 1.104158e-02 5.000000e-03)	1.296981e-02	(-1.116184e-02 1.095845e-04 5.000000e-03)
710           	yPlus         	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	8.278503e-01	(-4.275345e-03 9.039455e-03 5.000000e-03)
711           	mag(U)        	0.000000e+00	(7.000970e-03 7.139805e-03 5.000000e-03)	1.870461e-01	(-1.977703e-04 2.014401e-02 5.000000e-03)
711           	mag(force)    	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	3.736992e-08	(6.866495e-04 9.975915e-03 5.000000e-03)
711           	mag(forceCoeff)	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	1.660885e-02	(6.866495e-04 9.975915e-03 5.000000e-03)
711           	mag(moment)   	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	2.573268e-10	(-2.046995e-03 9.787755e-03 5.000000e-03)
711           	mag(momentCoeff)	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	5.718361e-01	(-2.046995e-03 9.787755e-03 5.000000e-03)
711           	nu            	1.500000e-04	(7.815126e-03 7.970105e-03 5.000000e-03)	1.500000e-04	(7.815126e-03 7.970105e-03 5.000000e-03)
711           	p             	-1.596691e-02	(1.637859e-03 1.104158e-02 5.000000e-03)	1.297069e-02	(-1.116184e-02 1.095845e-04 5.000000e-03)
711           	yPlus         	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	8.278503e-01	(-4.275345e-03 9.039455e-03 5.000000e-03)
712           	mag(U)        	0.000000e+00	(7.000970e-03 7.139805e-03 5.000000e-03)	1.870558e-01	(-1.977703e-04 2.014401e-02 5.000000e-03)
712           	mag(force)    	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	3.735926e-08	(6.866495e-04 9.975915e-03 5.000000e-03)
712           	mag(forceCoeff)	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	1.660412e-02	(6.866495e-04 9.975915e-03 5.000000e-03)
712           	mag(moment)   	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	2.572336e-10	(-2.046995e-03 9.787755e-03 5.000000e-03)
712           	mag(momentCoeff)	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	5.716288e-01	(-2.046995e-03 9.787755e-03 5.000000e-03)
712           	nu            	1.500000e-04	(7.815126e-03 7.970105e-03 5.000000e-03)	1.500000e-04	(7.815126e-03 7.970105e-03 5.000000e-03)
712           	p             	-1.596322e-02	(1.637859e-03 1.104158e-02 5.000000e-03)	1.297184e-02	(-1.116184e-02 1.095845e-04 5.000000e-03)
712           	yPlus         	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	8.278503e-01	(-4.275345e-03 9.039455e-03 5.000000e-03)
713           	mag(U)        	0.000000e+00	(7.000970e-03 7.139805e-03 5.000000e-03)	1.870654e-01	(-1.977703e-04 2.014401e-02 5.000000e-03)
713           	mag(force)    	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	3.734861e-08	(6.866495e-04 9.975915e-03 5.000000e-03)
713           	mag(forceCoeff)	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	1.659938e-02	(6.866495e-04 9.975915e-03 5.000000e-03)
713           	mag(moment)   	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	2.571402e-10	(-2.046995e-03 9.787755e-03 5.000000e-03)
713           	mag(momentCoeff)	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	5.714213e-01	(-2.046995e-03 9.787755e-03 5.000000e-03)
713           	nu            	1.500000e-04	(7.815126e-03 7.970105e-03 5.000000e-03)	1.500000e-04	(7.815126e-03 7.970105e-03 5.000000e-03)
713           	p             	-1.595952e-02	(1.637859e-03 1.104158e-02 5.000000e-03)	1.297272e-02	(-1.116184e-02 1.095845e-04 5.000000e-03)
713           	yPlus         	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	8.278503e-01	(-4.275345e-03 9.039455e-03 5.000000e-03)
714           	mag(U)        	0.000000e+00	(7.000970e-03 7.139805e-03 5.000000e-03)	1.870749e-01	(-1.977703e-04 2.014401e-02 5.000000e-03)
714           	mag(force)    	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	3.733798e-08	(6.866495e-04 9.975915e-03 5.000000e-03)
714           	mag(forceCoeff)	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	1.659466e-02	(6.866495e-04 9.975915e-03 5.000000e-03)
714           	mag(moment)   	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	2.570474e-10	(-2.046995e-03 9.787755e-03 5.000000e-03)
714           	mag(momentCoeff)	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	5.712151e-01	(-2.046995e-03 9.787755e-03 5.000000e-03)
714           	nu            	1.500000e-04	(7.815126e-03 7.970105e-03 5.000000e-03)	1.500000e-04	(7.815126e-03 7.970105e-03 5.000000e-03)
714           	p             	-1.595583e-02	(1.637859e-03 1.104158e-02 5.000000e-03)	1.297388e-02	(-1.116184e-02 1.095845e-04 5.000000e-03)
714           	yPlus         	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	8.278503e-01	(-4.275345e-03 9.039455e-03 5.000000e-03)
715           	mag(U)        	0.000000e+00	(7.000970e-03 7.139805e-03 5.000000e-03)	1.870845e-01	(-1.977703e-04 2.014401e-02 5.000000e-03)
715           	mag(force)    	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	3.732736e-08	(6.866495e-04 9.975915e-03 5.000000e-03)
715           	mag(forceCoeff)	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	1.658994e-02	(6.866495e-04 9.975915e-03 5.000000e-03)
715           	mag(moment)   	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	2.569544e-10	(-2.046995e-03 9.787755e-03 5.000000e-03)
715           	mag(momentCoeff)	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	5.710086e-01	(-2.046995e-03 9.787755e-03 5.000000e-03)
715           	nu            	1.500000e-04	(7.815126e-03 7.970105e-03 5.000000e-03)	1.500000e-04	(7.815126e-03 7.970105e-03 5.000000e-03)
715           	p             	-1.595213e-02	(1.637859e-03 1.104158e-02 5.000000e-03)	1.297476e-02	(-1.116184e-02 1.095845e-04 5.000000e-03)
715           	yPlus         	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	8.278503e-01	(-4.275345e-03 9.039455e-03 5.000000e-03)
716           	mag(U)        	0.000000e+00	(7.000970e-03 7.139805e-03 5.000000e-03)	1.870940e-01	(-1.977703e-04 2.014401e-02 5.000000e-03)
716           	mag(force)    	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	3.731676e-08	(6.866495e-04 9.975915e-03 5.000000e-03)
716           	mag(forceCoeff)	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	1.658523e-02	(6.866495e-04 9.975915e-03 5.000000e-03)
716           	mag(moment)   	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	2.568621e-10	(-2.046995e-03 9.787755e-03 5.000000e-03)
716           	mag(momentCoeff)	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	5.708033e-01	(-2.046995e-03 9.787755e-03 5.000000e-03)
716           	nu            	1.500000e-04	(7.815126e-03 7.970105e-03 5.000000e-03)	1.500000e-04	(7.815126e-03 7.970105e-03 5.000000e-03)
716           	p             	-1.594845e-02	(1.637859e-03 1.104158e-02 5.000000e-03)	1.297592e-02	(-1.116184e-02 1.095845e-04 5.000000e-03)
716           	yPlus         	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	8.278503e-01	(-4.275345e-03 9.039455e-03 5.000000e-03)
717           	mag(U)        	0.000000e+00	(7.000970e-03 7.139805e-03 5.000000e-03)	1.871034e-01	(-1.977703e-04 2.014401e-02 5.000000e-03)
717           	mag(force)    	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	3.730617e-08	(6.866495e-04 9.975915e-03 5.000000e-03)
717           	mag(forceCoeff)	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	1.658052e-02	(6.866495e-04 9.975915e-03 5.000000e-03)
717           	mag(moment)   	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	2.567696e-10	(-2.046995e-03 9.787755e-03 5.000000e-03)
717           	mag(momentCoeff)	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	5.705978e-01	(-2.046995e-03 9.787755e-03 5.000000e-03)
717           	nu            	1.500000e-04	(7.815126e-03 7.970105e-03 5.000000e-03)	1.500000e-04	(7.815126e-03 7.970105e-03 5.000000e-03)
717           	p             	-1.594476e-02	(1.637859e-03 1.104158e-02 5.000000e-03)	1.297680e-02	(-1.116184e-02 1.095845e-04 5.000000e-03)
717           	yPlus         	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	8.278503e-01	(-4.275345e-03 9.039455e-03 5.000000e-03)
718           	mag(U)        	0.000000e+00	(7.000970e-03 7.139805e-03 5.000000e-03)	1.871129e-01	(-1.977703e-04 2.014401e-02 5.000000e-03)
718           	mag(force)    	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	3.729560e-08	(6.866495e-04 9.975915e-03 5.000000e-03)
718           	mag(forceCoeff)	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	1.657582e-02	(6.866495e-04 9.975915e-03 5.000000e-03)
718           	mag(moment)   	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	2.566776e-10	(-2.046995e-03 9.787755e-03 5.000000e-03)
718           	mag(momentCoeff)	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	5.703935e-01	(-2.046995e-03 9.787755e-03 5.000000e-03)
718           	nu            	1.500000e-04	(7.815126e-03 7.970105e-03 5.000000e-03)	1.500000e-04	(7.815126e-03 7.970105e-03 5.000000e-03)
718           	p             	-1.594108e-02	(1.637859e-03 1.104158e-02 5.000000e-03)	1.297796e-02	(-1.116184e-02 1.095845e-04 5.000000e-03)
718           	yPlus         	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	8.278503e-01	(-4.275345e-03 9.039455e-03 5.000000e-03)
719           	mag(U)        	0.000000e+00	(7.000970e-03 7.139805e-03 5.000000e-03)	1.871223e-01	(-1.977703e-04 2.014401e-02 5.000000e-03)
719           	mag(force)    	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	3.728504e-08	(6.866495e-04 9.975915e-03 5.000000e-03)
719           	mag(forceCoeff)	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	1.657113e-02	(6.866495e-04 9.975915e-03 5.000000e-03)
719           	mag(moment)   	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	2.565856e-10	(-2.046995e-03 9.787755e-03 5.000000e-03)
719           	mag(momentCoeff)	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	5.701889e-01	(-2.046995e-03 9.787755e-03 5.000000e-03)
719           	nu            	1.500000e-04	(7.815126e-03 7.970105e-03 5.000000e-03)	1.500000e-04	(7.815126e-03 7.970105e-03 5.000000e-03)
719           	p             	-1.593738e-02	(1.637859e-03 1.104158e-02 5.000000e-03)	1.297884e-02	(-1.116184e-02 1.095845e-04 5.000000e-03)
719           	yPlus         	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	8.278503e-01	(-4.275345e-03 9.039455e-03 5.000000e-03)
720           	mag(U)        	0.000000e+00	(7.000970e-03 7.139805e-03 5.000000e-03)	1.871317e-01	(-1.977703e-04 2.014401e-02 5.000000e-03)
720           	mag(force)    	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	3.727450e-08	(6.866495e-04 9.975915e-03 5.000000e-03)
720           	mag(forceCoeff)	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	1.656644e-02	(6.866495e-04 9.975915e-03 5.000000e-03)
720           	mag(moment)   	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	2.564941e-10	(-2.046995e-03 9.787755e-03 5.000000e-03)
720           	mag(momentCoeff)	0.000000e+00	(7.815126e-03 7.970105e-03 5.000000e-03)	5.699856e-01	(-2.046995e-03 9.787755e-03 5.000000e-03)
720           	nu            	1.500000e-04	(7.815126e-03 7.970105e-03 5.000000e-03)	1.500000e-04	(7.815126e-03 7.970105e-03 5.000000e-03)
720           	p             	-1.593371e-02	(1.637859e-03 1.104158e-02 5.000000e-03)	1.298000e-02	(-1.116184e-02 1.095845e-04 5.000000e-03)
