# Field minima and maxima
# Time        	field         	min           	location(min) 	max           	location(max) 
2.91498e-06   	mag(momentCoeff)	0.000000e+00	(7.202230e-05 7.345054e-05 5.000000e-05)	1.774201e+02	(-9.699845e-05 2.429685e-05 5.000000e-05)
2.91498e-06   	nu            	1.500000e-05	(7.202230e-05 7.345054e-05 5.000000e-05)	1.500000e-05	(7.202230e-05 7.345054e-05 5.000000e-05)
2.91498e-06   	p             	-9.311776e+00	(1.017564e-04 1.509412e-05 5.000000e-05)	1.463235e+01	(-1.028647e-04 1.009888e-06 5.000000e-05)
2.91498e-06   	yPlus         	0.000000e+00	(7.202230e-05 7.345054e-05 5.000000e-05)	0.000000e+00	(7.202230e-05 7.345054e-05 5.000000e-05)
3.75892e-06   	mag(U)        	0.000000e+00	(7.000970e-05 7.139805e-05 5.000000e-05)	2.451159e+00	(-1.193573e-06 1.215715e-04 5.000000e-05)
3.75892e-06   	mag(U_0)      	0.000000e+00	(7.000970e-05 7.139805e-05 5.000000e-05)	2.457545e+00	(-1.193573e-06 -1.215715e-04 5.000000e-05)
3.75892e-06   	mag(force)    	0.000000e+00	(7.202230e-05 7.345054e-05 5.000000e-05)	2.960770e-09	(-9.999035e-05 9.816850e-07 5.000000e-05)
3.75892e-06   	mag(forceCoeff)	0.000000e+00	(7.202230e-05 7.345054e-05 5.000000e-05)	1.315898e-01	(-9.999035e-05 9.816850e-07 5.000000e-05)
3.75892e-06   	mag(moment)   	0.000000e+00	(7.202230e-05 7.345054e-05 5.000000e-05)	1.480500e-13	(-9.987475e-05 4.906530e-06 5.000000e-05)
3.75892e-06   	mag(momentCoeff)	0.000000e+00	(7.202230e-05 7.345054e-05 5.000000e-05)	1.021034e+02	(-9.987475e-05 4.906530e-06 5.000000e-05)
3.75892e-06   	nu            	1.500000e-05	(7.202230e-05 7.345054e-05 5.000000e-05)	1.500000e-05	(7.202230e-05 7.345054e-05 5.000000e-05)
3.75892e-06   	p             	-3.924395e+00	(7.380511e-05 -8.815258e-05 5.000000e-05)	4.776596e+00	(-1.149200e-04 -3.385673e-06 5.000000e-05)
3.75892e-06   	yPlus         	0.000000e+00	(7.202230e-05 7.345054e-05 5.000000e-05)	0.000000e+00	(7.202230e-05 7.345054e-05 5.000000e-05)
4.62952e-06   	mag(U)        	0.000000e+00	(7.000970e-05 7.139805e-05 5.000000e-05)	2.420276e+00	(1.262387e-06 -1.285805e-04 5.000000e-05)
4.62952e-06   	mag(U_0)      	0.000000e+00	(7.000970e-05 7.139805e-05 5.000000e-05)	2.451159e+00	(-1.193573e-06 1.215715e-04 5.000000e-05)
4.62952e-06   	mag(force)    	0.000000e+00	(7.202230e-05 7.345054e-05 5.000000e-05)	1.007099e-09	(-2.944675e-06 9.995180e-05 5.000000e-05)
4.62952e-06   	mag(forceCoeff)	0.000000e+00	(7.202230e-05 7.345054e-05 5.000000e-05)	4.475997e-02	(-2.944675e-06 9.995180e-05 5.000000e-05)
4.62952e-06   	mag(moment)   	0.000000e+00	(7.202230e-05 7.345054e-05 5.000000e-05)	9.566182e-14	(-8.823810e-06 9.960510e-05 5.000000e-05)
4.62952e-06   	mag(momentCoeff)	0.000000e+00	(7.202230e-05 7.345054e-05 5.000000e-05)	6.597367e+01	(-8.823810e-06 9.960510e-05 5.000000e-05)
4.62952e-06   	nu            	1.500000e-05	(7.202230e-05 7.345054e-05 5.000000e-05)	1.500000e-05	(7.202230e-05 7.345054e-05 5.000000e-05)
4.62952e-06   	p             	-4.155436e+00	(7.056632e-05 -7.485047e-05 5.000000e-05)	6.163463e+00	(-1.028647e-04 1.009888e-06 5.000000e-05)
4.62952e-06   	yPlus         	0.000000e+00	(7.202230e-05 7.345054e-05 5.000000e-05)	0.000000e+00	(7.202230e-05 7.345054e-05 5.000000e-05)
5.51569e-06   	mag(U)        	0.000000e+00	(7.000970e-05 7.139805e-05 5.000000e-05)	2.415940e+00	(-1.262387e-06 -1.285805e-04 5.000000e-05)
5.51569e-06   	mag(U_0)      	0.000000e+00	(7.000970e-05 7.139805e-05 5.000000e-05)	2.420276e+00	(1.262387e-06 -1.285805e-04 5.000000e-05)
5.51569e-06   	mag(force)    	0.000000e+00	(7.202230e-05 7.345054e-05 5.000000e-05)	1.251502e-09	(-9.999035e-05 9.816850e-07 5.000000e-05)
5.51569e-06   	mag(forceCoeff)	0.000000e+00	(7.202230e-05 7.345054e-05 5.000000e-05)	5.562231e-02	(-9.999035e-05 9.816850e-07 5.000000e-05)
5.51569e-06   	mag(moment)   	0.000000e+00	(7.202230e-05 7.345054e-05 5.000000e-05)	8.251071e-14	(6.866495e-06 -9.975915e-05 5.000000e-05)
5.51569e-06   	mag(momentCoeff)	0.000000e+00	(7.202230e-05 7.345054e-05 5.000000e-05)	5.690394e+01	(6.866495e-06 -9.975915e-05 5.000000e-05)
5.51569e-06   	nu            	1.500000e-05	(7.202230e-05 7.345054e-05 5.000000e-05)	1.500000e-05	(7.202230e-05 7.345054e-05 5.000000e-05)
5.51569e-06   	p             	-3.157958e+00	(6.293228e-05 9.621644e-05 5.000000e-05)	3.977164e+00	(-1.149643e-04 -1.128672e-06 5.000000e-05)
5.51569e-06   	yPlus         	0.000000e+00	(7.202230e-05 7.345054e-05 5.000000e-05)	0.000000e+00	(7.202230e-05 7.345054e-05 5.000000e-05)
6.41476e-06   	mag(U)        	0.000000e+00	(7.000970e-05 7.139805e-05 5.000000e-05)	2.402791e+00	(-1.262387e-06 -1.285805e-04 5.000000e-05)
6.41476e-06   	mag(U_0)      	0.000000e+00	(7.000970e-05 7.139805e-05 5.000000e-05)	2.415940e+00	(-1.262387e-06 -1.285805e-04 5.000000e-05)
6.41476e-06   	mag(force)    	0.000000e+00	(7.202230e-05 7.345054e-05 5.000000e-05)	8.242843e-10	(1.077771e-05 9.941265e-05 5.000000e-05)
6.41476e-06   	mag(forceCoeff)	0.000000e+00	(7.202230e-05 7.345054e-05 5.000000e-05)	3.663486e-02	(1.077771e-05 9.941265e-05 5.000000e-05)
6.41476e-06   	mag(moment)   	0.000000e+00	(7.202230e-05 7.345054e-05 5.000000e-05)	7.562912e-14	(-4.906530e-06 9.987475e-05 5.000000e-05)
6.41476e-06   	mag(momentCoeff)	0.000000e+00	(7.202230e-05 7.345054e-05 5.000000e-05)	5.215802e+01	(-4.906530e-06 9.987475e-05 5.000000e-05)
6.41476e-06   	nu            	1.500000e-05	(7.202230e-05 7.345054e-05 5.000000e-05)	1.500000e-05	(7.202230e-05 7.345054e-05 5.000000e-05)
6.41476e-06   	p             	-3.186884e+00	(4.938080e-05 -9.024259e-05 5.000000e-05)	4.529645e+00	(-1.028647e-04 1.009888e-06 5.000000e-05)
6.41476e-06   	yPlus         	0.000000e+00	(7.202230e-05 7.345054e-05 5.000000e-05)	0.000000e+00	(7.202230e-05 7.345054e-05 5.000000e-05)
7.3305e-06    	mag(U)        	0.000000e+00	(7.000970e-05 7.139805e-05 5.000000e-05)	2.387001e+00	(-1.262387e-06 -1.285805e-04 5.000000e-05)
7.3305e-06    	mag(U_0)      	0.000000e+00	(7.000970e-05 7.139805e-05 5.000000e-05)	2.402791e+00	(-1.262387e-06 -1.285805e-04 5.000000e-05)
7.3305e-06    	mag(force)    	0.000000e+00	(7.202230e-05 7.345054e-05 5.000000e-05)	9.163206e-10	(-9.999035e-05 9.816850e-07 5.000000e-05)
7.3305e-06    	mag(forceCoeff)	0.000000e+00	(7.202230e-05 7.345054e-05 5.000000e-05)	4.072536e-02	(-9.999035e-05 9.816850e-07 5.000000e-05)
7.3305e-06    	mag(moment)   	0.000000e+00	(7.202230e-05 7.345054e-05 5.000000e-05)	6.920904e-14	(2.944675e-06 -9.995180e-05 5.000000e-05)
7.3305e-06    	mag(momentCoeff)	0.000000e+00	(7.202230e-05 7.345054e-05 5.000000e-05)	4.773037e+01	(2.944675e-06 -9.995180e-05 5.000000e-05)
7.3305e-06    	nu            	1.500000e-05	(7.202230e-05 7.345054e-05 5.000000e-05)	1.500000e-05	(7.202230e-05 7.345054e-05 5.000000e-05)
7.3305e-06    	p             	-2.886005e+00	(4.455392e-05 9.919481e-05 5.000000e-05)	3.438274e+00	(-1.087360e-04 -1.067582e-06 5.000000e-05)
7.3305e-06    	yPlus         	0.000000e+00	(7.202230e-05 7.345054e-05 5.000000e-05)	0.000000e+00	(7.202230e-05 7.345054e-05 5.000000e-05)
8.26536e-06   	mag(U)        	0.000000e+00	(7.000970e-05 7.139805e-05 5.000000e-05)	2.368463e+00	(1.335357e-06 -1.360154e-04 5.000000e-05)
8.26536e-06   	mag(U_0)      	0.000000e+00	(7.000970e-05 7.139805e-05 5.000000e-05)	2.387001e+00	(-1.262387e-06 -1.285805e-04 5.000000e-05)
8.26536e-06   	mag(force)    	0.000000e+00	(7.202230e-05 7.345054e-05 5.000000e-05)	7.468241e-10	(1.854430e-05 9.826060e-05 5.000000e-05)
8.26536e-06   	mag(forceCoeff)	0.000000e+00	(7.202230e-05 7.345054e-05 5.000000e-05)	3.319218e-02	(1.854430e-05 9.826060e-05 5.000000e-05)
8.26536e-06   	mag(moment)   	0.000000e+00	(7.202230e-05 7.345054e-05 5.000000e-05)	6.526335e-14	(-4.906530e-06 9.987475e-05 5.000000e-05)
8.26536e-06   	mag(momentCoeff)	0.000000e+00	(7.202230e-05 7.345054e-05 5.000000e-05)	4.500921e+01	(-4.906530e-06 9.987475e-05 5.000000e-05)
8.26536e-06   	nu            	1.500000e-05	(7.202230e-05 7.345054e-05 5.000000e-05)	1.500000e-05	(7.202230e-05 7.345054e-05 5.000000e-05)
8.26536e-06   	p             	-2.928670e+00	(4.398250e-05 -9.299318e-05 5.000000e-05)	3.642781e+00	(-1.028647e-04 1.009888e-06 5.000000e-05)
8.26536e-06   	yPlus         	0.000000e+00	(7.202230e-05 7.345054e-05 5.000000e-05)	0.000000e+00	(7.202230e-05 7.345054e-05 5.000000e-05)
9.21833e-06   	mag(U)        	0.000000e+00	(7.000970e-05 7.139805e-05 5.000000e-05)	2.362943e+00	(1.335357e-06 -1.360154e-04 5.000000e-05)
9.21833e-06   	mag(U_0)      	0.000000e+00	(7.000970e-05 7.139805e-05 5.000000e-05)	2.368463e+00	(1.335357e-06 -1.360154e-04 5.000000e-05)
9.21833e-06   	mag(force)    	0.000000e+00	(7.202230e-05 7.345054e-05 5.000000e-05)	7.363837e-10	(-9.999035e-05 9.816850e-07 5.000000e-05)
9.21833e-06   	mag(forceCoeff)	0.000000e+00	(7.202230e-05 7.345054e-05 5.000000e-05)	3.272816e-02	(-9.999035e-05 9.816850e-07 5.000000e-05)
9.21833e-06   	mag(moment)   	0.000000e+00	(7.202230e-05 7.345054e-05 5.000000e-05)	6.130957e-14	(-9.816850e-07 -9.999035e-05 5.000000e-05)
9.21833e-06   	mag(momentCoeff)	0.000000e+00	(7.202230e-05 7.345054e-05 5.000000e-05)	4.228246e+01	(-9.816850e-07 -9.999035e-05 5.000000e-05)
9.21833e-06   	nu            	1.500000e-05	(7.202230e-05 7.345054e-05 5.000000e-05)	1.500000e-05	(7.202230e-05 7.345054e-05 5.000000e-05)
9.21833e-06   	p             	-2.727833e+00	(3.274745e-05 9.751829e-05 5.000000e-05)	3.088219e+00	(-1.087360e-04 -1.067582e-06 5.000000e-05)
9.21833e-06   	yPlus         	0.000000e+00	(7.202230e-05 7.345054e-05 5.000000e-05)	0.000000e+00	(7.202230e-05 7.345054e-05 5.000000e-05)
1.01825e-05   	mag(U)        	0.000000e+00	(7.000970e-05 7.139805e-05 5.000000e-05)	2.354984e+00	(-1.335357e-06 -1.360154e-04 5.000000e-05)
1.01825e-05   	mag(U_0)      	0.000000e+00	(7.000970e-05 7.139805e-05 5.000000e-05)	2.362943e+00	(1.335357e-06 -1.360154e-04 5.000000e-05)
1.01825e-05   	mag(force)    	0.000000e+00	(7.202230e-05 7.345054e-05 5.000000e-05)	6.961614e-10	(1.854430e-05 9.826060e-05 5.000000e-05)
1.01825e-05   	mag(forceCoeff)	0.000000e+00	(7.202230e-05 7.345054e-05 5.000000e-05)	3.094050e-02	(1.854430e-05 9.826060e-05 5.000000e-05)
1.01825e-05   	mag(moment)   	0.000000e+00	(7.202230e-05 7.345054e-05 5.000000e-05)	5.872176e-14	(-4.906530e-06 9.987475e-05 5.000000e-05)
1.01825e-05   	mag(momentCoeff)	0.000000e+00	(7.202230e-05 7.345054e-05 5.000000e-05)	4.049777e+01	(-4.906530e-06 9.987475e-05 5.000000e-05)
1.01825e-05   	nu            	1.500000e-05	(7.202230e-05 7.345054e-05 5.000000e-05)	1.500000e-05	(7.202230e-05 7.345054e-05 5.000000e-05)
1.01825e-05   	p             	-2.763411e+00	(3.843159e-05 -9.542118e-05 5.000000e-05)	3.253185e+00	(-1.028647e-04 1.009888e-06 5.000000e-05)
1.01825e-05   	yPlus         	0.000000e+00	(7.202230e-05 7.345054e-05 5.000000e-05)	0.000000e+00	(7.202230e-05 7.345054e-05 5.000000e-05)
1.11583e-05   	mag(U)        	0.000000e+00	(7.000970e-05 7.139805e-05 5.000000e-05)	2.345060e+00	(-1.335357e-06 -1.360154e-04 5.000000e-05)
1.11583e-05   	mag(U_0)      	0.000000e+00	(7.000970e-05 7.139805e-05 5.000000e-05)	2.354984e+00	(-1.335357e-06 -1.360154e-04 5.000000e-05)
1.11583e-05   	mag(force)    	0.000000e+00	(7.202230e-05 7.345054e-05 5.000000e-05)	6.806608e-10	(2.429685e-05 -9.699845e-05 5.000000e-05)
1.11583e-05   	mag(forceCoeff)	0.000000e+00	(7.202230e-05 7.345054e-05 5.000000e-05)	3.025159e-02	(2.429685e-05 -9.699845e-05 5.000000e-05)
1.11583e-05   	mag(moment)   	0.000000e+00	(7.202230e-05 7.345054e-05 5.000000e-05)	5.596124e-14	(-2.944675e-06 -9.995180e-05 5.000000e-05)
1.11583e-05   	mag(momentCoeff)	0.000000e+00	(7.202230e-05 7.345054e-05 5.000000e-05)	3.859396e+01	(-2.944675e-06 -9.995180e-05 5.000000e-05)
1.11583e-05   	nu            	1.500000e-05	(7.202230e-05 7.345054e-05 5.000000e-05)	1.500000e-05	(7.202230e-05 7.345054e-05 5.000000e-05)
1.11583e-05   	p             	-2.659388e+00	(3.274745e-05 9.751829e-05 5.000000e-05)	2.969534e+00	(-1.028647e-04 -1.009888e-06 5.000000e-05)
1.11583e-05   	yPlus         	0.000000e+00	(7.202230e-05 7.345054e-05 5.000000e-05)	0.000000e+00	(7.202230e-05 7.345054e-05 5.000000e-05)
1.21438e-05   	mag(U)        	0.000000e+00	(7.000970e-05 7.139805e-05 5.000000e-05)	2.333393e+00	(-1.335357e-06 -1.360154e-04 5.000000e-05)
1.21438e-05   	mag(U_0)      	0.000000e+00	(7.000970e-05 7.139805e-05 5.000000e-05)	2.345060e+00	(-1.335357e-06 -1.360154e-04 5.000000e-05)
1.21438e-05   	mag(force)    	0.000000e+00	(7.202230e-05 7.345054e-05 5.000000e-05)	6.588951e-10	(1.854430e-05 9.826060e-05 5.000000e-05)
1.21438e-05   	mag(forceCoeff)	0.000000e+00	(7.202230e-05 7.345054e-05 5.000000e-05)	2.928423e-02	(1.854430e-05 9.826060e-05 5.000000e-05)
1.21438e-05   	mag(moment)   	0.000000e+00	(7.202230e-05 7.345054e-05 5.000000e-05)	5.409262e-14	(-4.906530e-06 9.987475e-05 5.000000e-05)
1.21438e-05   	mag(momentCoeff)	0.000000e+00	(7.202230e-05 7.345054e-05 5.000000e-05)	3.730525e+01	(-4.906530e-06 9.987475e-05 5.000000e-05)
1.21438e-05   	nu            	1.500000e-05	(7.202230e-05 7.345054e-05 5.000000e-05)	1.500000e-05	(7.202230e-05 7.345054e-05 5.000000e-05)
1.21438e-05   	p             	-2.659959e+00	(3.465578e-05 -9.685640e-05 5.000000e-05)	2.981227e+00	(-1.028647e-04 1.009888e-06 5.000000e-05)
1.21438e-05   	yPlus         	0.000000e+00	(7.202230e-05 7.345054e-05 5.000000e-05)	0.000000e+00	(7.202230e-05 7.345054e-05 5.000000e-05)
1.31415e-05   	mag(U)        	0.000000e+00	(7.000970e-05 7.139805e-05 5.000000e-05)	2.320256e+00	(-1.335357e-06 -1.360154e-04 5.000000e-05)
1.31415e-05   	mag(U_0)      	0.000000e+00	(7.000970e-05 7.139805e-05 5.000000e-05)	2.333393e+00	(-1.335357e-06 -1.360154e-04 5.000000e-05)
1.31415e-05   	mag(force)    	0.000000e+00	(7.202230e-05 7.345054e-05 5.000000e-05)	6.452130e-10	(2.238770e-05 -9.745680e-05 5.000000e-05)
1.31415e-05   	mag(forceCoeff)	0.000000e+00	(7.202230e-05 7.345054e-05 5.000000e-05)	2.867613e-02	(2.238770e-05 -9.745680e-05 5.000000e-05)
1.31415e-05   	mag(moment)   	0.000000e+00	(7.202230e-05 7.345054e-05 5.000000e-05)	5.206418e-14	(-4.906530e-06 -9.987475e-05 5.000000e-05)
1.31415e-05   	mag(momentCoeff)	0.000000e+00	(7.202230e-05 7.345054e-05 5.000000e-05)	3.590633e+01	(-4.906530e-06 -9.987475e-05 5.000000e-05)
1.31415e-05   	nu            	1.500000e-05	(7.202230e-05 7.345054e-05 5.000000e-05)	1.500000e-05	(7.202230e-05 7.345054e-05 5.000000e-05)
1.31415e-05   	p             	-2.597358e+00	(3.082650e-05 9.814252e-05 5.000000e-05)	2.829566e+00	(-1.028647e-04 -1.009888e-06 5.000000e-05)
1.31415e-05   	yPlus         	0.000000e+00	(7.202230e-05 7.345054e-05 5.000000e-05)	0.000000e+00	(7.202230e-05 7.345054e-05 5.000000e-05)
1.41516e-05   	mag(U)        	0.000000e+00	(7.000970e-05 7.139805e-05 5.000000e-05)	2.313634e+00	(1.412826e-06 -1.439029e-04 5.000000e-05)
1.41516e-05   	mag(U_0)      	0.000000e+00	(7.000970e-05 7.139805e-05 5.000000e-05)	2.320256e+00	(-1.335357e-06 -1.360154e-04 5.000000e-05)
1.41516e-05   	mag(force)    	0.000000e+00	(7.202230e-05 7.345054e-05 5.000000e-05)	6.301388e-10	(1.854430e-05 9.826060e-05 5.000000e-05)
1.41516e-05   	mag(forceCoeff)	0.000000e+00	(7.202230e-05 7.345054e-05 5.000000e-05)	2.800617e-02	(1.854430e-05 9.826060e-05 5.000000e-05)
1.41516e-05   	mag(moment)   	0.000000e+00	(7.202230e-05 7.345054e-05 5.000000e-05)	5.062481e-14	(-4.906530e-06 9.987475e-05 5.000000e-05)
1.41516e-05   	mag(momentCoeff)	0.000000e+00	(7.202230e-05 7.345054e-05 5.000000e-05)	3.491366e+01	(-4.906530e-06 9.987475e-05 5.000000e-05)
1.41516e-05   	nu            	1.500000e-05	(7.202230e-05 7.345054e-05 5.000000e-05)	1.500000e-05	(7.202230e-05 7.345054e-05 5.000000e-05)
1.41516e-05   	p             	-2.583476e+00	(3.274745e-05 -9.751829e-05 5.000000e-05)	2.799419e+00	(-1.028647e-04 1.009888e-06 5.000000e-05)
1.41516e-05   	yPlus         	0.000000e+00	(7.202230e-05 7.345054e-05 5.000000e-05)	0.000000e+00	(7.202230e-05 7.345054e-05 5.000000e-05)
1.51744e-05   	mag(U)        	0.000000e+00	(7.000970e-05 7.139805e-05 5.000000e-05)	2.308312e+00	(1.412826e-06 -1.439029e-04 5.000000e-05)
1.51744e-05   	mag(U_0)      	0.000000e+00	(7.000970e-05 7.139805e-05 5.000000e-05)	2.313634e+00	(1.412826e-06 -1.439029e-04 5.000000e-05)
1.51744e-05   	mag(force)    	0.000000e+00	(7.202230e-05 7.345054e-05 5.000000e-05)	6.181897e-10	(2.046995e-05 -9.787755e-05 5.000000e-05)
1.51744e-05   	mag(forceCoeff)	0.000000e+00	(7.202230e-05 7.345054e-05 5.000000e-05)	2.747510e-02	(2.046995e-05 -9.787755e-05 5.000000e-05)
1.51744e-05   	mag(moment)   	0.000000e+00	(7.202230e-05 7.345054e-05 5.000000e-05)	4.906502e-14	(-4.906530e-06 -9.987475e-05 5.000000e-05)
1.51744e-05   	mag(momentCoeff)	0.000000e+00	(7.202230e-05 7.345054e-05 5.000000e-05)	3.383795e+01	(-4.906530e-06 -9.987475e-05 5.000000e-05)
1.51744e-05   	nu            	1.500000e-05	(7.202230e-05 7.345054e-05 5.000000e-05)	1.500000e-05	(7.202230e-05 7.345054e-05 5.000000e-05)
1.51744e-05   	p             	-2.542605e+00	(3.082650e-05 9.814252e-05 5.000000e-05)	2.701425e+00	(-1.028647e-04 -1.009888e-06 5.000000e-05)
1.51744e-05   	yPlus         	0.000000e+00	(7.202230e-05 7.345054e-05 5.000000e-05)	0.000000e+00	(7.202230e-05 7.345054e-05 5.000000e-05)
1.62082e-05   	mag(U)        	0.000000e+00	(7.000970e-05 7.139805e-05 5.000000e-05)	2.301937e+00	(1.412826e-06 -1.439029e-04 5.000000e-05)
1.62082e-05   	mag(U_0)      	0.000000e+00	(7.000970e-05 7.139805e-05 5.000000e-05)	2.308312e+00	(1.412826e-06 -1.439029e-04 5.000000e-05)
1.62082e-05   	mag(force)    	0.000000e+00	(7.202230e-05 7.345054e-05 5.000000e-05)	6.069782e-10	(1.854430e-05 9.826060e-05 5.000000e-05)
1.62082e-05   	mag(forceCoeff)	0.000000e+00	(7.202230e-05 7.345054e-05 5.000000e-05)	2.697681e-02	(1.854430e-05 9.826060e-05 5.000000e-05)
1.62082e-05   	mag(moment)   	0.000000e+00	(7.202230e-05 7.345054e-05 5.000000e-05)	4.790089e-14	(-6.866495e-06 9.975915e-05 5.000000e-05)
1.62082e-05   	mag(momentCoeff)	0.000000e+00	(7.202230e-05 7.345054e-05 5.000000e-05)	3.303510e+01	(-6.866495e-06 9.975915e-05 5.000000e-05)
1.62082e-05   	nu            	1.500000e-05	(7.202230e-05 7.345054e-05 5.000000e-05)	1.500000e-05	(7.202230e-05 7.345054e-05 5.000000e-05)
1.62082e-05   	p             	-2.525321e+00	(3.082650e-05 -9.814252e-05 5.000000e-05)	2.653927e+00	(-1.028647e-04 -1.009888e-06 5.000000e-05)
1.62082e-05   	yPlus         	0.000000e+00	(7.202230e-05 7.345054e-05 5.000000e-05)	0.000000e+00	(7.202230e-05 7.345054e-05 5.000000e-05)
1.72553e-05   	mag(U)        	0.000000e+00	(7.000970e-05 7.139805e-05 5.000000e-05)	2.294627e+00	(-1.412826e-06 -1.439029e-04 5.000000e-05)
1.72553e-05   	mag(U_0)      	0.000000e+00	(7.000970e-05 7.139805e-05 5.000000e-05)	2.301937e+00	(1.412826e-06 -1.439029e-04 5.000000e-05)
1.72553e-05   	mag(force)    	0.000000e+00	(7.202230e-05 7.345054e-05 5.000000e-05)	5.972074e-10	(1.854430e-05 -9.826060e-05 5.000000e-05)
1.72553e-05   	mag(forceCoeff)	0.000000e+00	(7.202230e-05 7.345054e-05 5.000000e-05)	2.654255e-02	(1.854430e-05 -9.826060e-05 5.000000e-05)
1.72553e-05   	mag(moment)   	0.000000e+00	(7.202230e-05 7.345054e-05 5.000000e-05)	4.670268e-14	(-6.866495e-06 -9.975915e-05 5.000000e-05)
1.72553e-05   	mag(momentCoeff)	0.000000e+00	(7.202230e-05 7.345054e-05 5.000000e-05)	3.220874e+01	(-6.866495e-06 -9.975915e-05 5.000000e-05)
1.72553e-05   	nu            	1.500000e-05	(7.202230e-05 7.345054e-05 5.000000e-05)	1.500000e-05	(7.202230e-05 7.345054e-05 5.000000e-05)
1.72553e-05   	p             	-2.495333e+00	(2.889366e-05 -9.872886e-05 5.000000e-05)	2.587283e+00	(-1.028647e-04 -1.009888e-06 5.000000e-05)
1.72553e-05   	yPlus         	0.000000e+00	(7.202230e-05 7.345054e-05 5.000000e-05)	0.000000e+00	(7.202230e-05 7.345054e-05 5.000000e-05)
1.83117e-05   	mag(U)        	0.000000e+00	(7.000970e-05 7.139805e-05 5.000000e-05)	2.286644e+00	(-1.412826e-06 -1.439029e-04 5.000000e-05)
1.83117e-05   	mag(U_0)      	0.000000e+00	(7.000970e-05 7.139805e-05 5.000000e-05)	2.294627e+00	(-1.412826e-06 -1.439029e-04 5.000000e-05)
1.83117e-05   	mag(force)    	0.000000e+00	(7.202230e-05 7.345054e-05 5.000000e-05)	5.882985e-10	(1.854430e-05 -9.826060e-05 5.000000e-05)
1.83117e-05   	mag(forceCoeff)	0.000000e+00	(7.202230e-05 7.345054e-05 5.000000e-05)	2.614660e-02	(1.854430e-05 -9.826060e-05 5.000000e-05)
