# Continuity error
# Time          # Local         # Global        # Cumulative    
0.000396258     3.66325605e-14	-3.37613132e-15	-3.37613132e-15
0.000828022     4.92336908e-14	-6.84001569e-15	-1.02161470e-14
0.00127646      7.09133352e-14	-8.02612106e-15	-1.82422681e-14
0.00173874      4.86226647e-14	-5.15731410e-15	-2.33995822e-14
0.0022139       5.08966196e-14	-1.11784928e-15	-2.45174314e-14
0.00270067      9.03021469e-14	-1.19410867e-14	-3.64585182e-14
0.00319754      5.16000035e-14	-5.84008165e-15	-4.22985998e-14
0.00370304      1.03745923e-13	-1.01411698e-14	-5.24397696e-14
0.00421618      4.86452102e-14	-5.38384961e-15	-5.78236192e-14
0.00473621      1.28325872e-13	-1.60270196e-14	-7.38506388e-14
0.00526242      1.17654320e-13	-1.58077983e-14	-8.96584371e-14
0.00579421      1.07783424e-13	-1.27506106e-14	-1.02409048e-13
0.00633124      1.00155706e-13	-1.30333045e-14	-1.15442352e-13
0.00687275      8.87294836e-14	-7.93277748e-15	-1.23375130e-13
0.00741861      8.51456205e-14	-1.18276369e-14	-1.35202767e-13
0.00796869      7.90244603e-14	-1.09344312e-14	-1.46137198e-13
0.00852218      7.33838101e-14	-1.00316422e-14	-1.56168840e-13
0.00907775      6.35334343e-14	-5.10592129e-15	-1.61274761e-13
0.00963332      1.27743724e-13	-6.32064520e-15	-1.67595407e-13
0.0101916       1.17199265e-13	-1.07214513e-14	-1.78316858e-13
0.0107569       6.69195143e-14	-7.57304857e-15	-1.85889906e-13
0.0113247       1.06302931e-13	-1.21227897e-14	-1.98012696e-13
0.0118947       9.40569232e-14	-9.21905826e-15	-2.07231754e-13
0.0124667       9.23586649e-14	-1.30971801e-14	-2.20328934e-13
0.0130406       8.22626368e-14	-8.69268749e-15	-2.29021622e-13
0.0136164       8.13276170e-14	-1.17828336e-14	-2.40804456e-13
0.0141939       7.34628286e-14	-1.02424587e-14	-2.51046914e-13
0.014773        7.26898194e-14	-1.05233155e-14	-2.61570230e-13
0.0153536       6.74086000e-14	-9.26745814e-15	-2.70837688e-13
0.0159359       6.27726918e-14	-8.35911993e-15	-2.79196808e-13
0.0165196       6.69714291e-14	6.06182173e-15	-2.73134986e-13
0.0171045       1.13391200e-13	-1.53466819e-14	-2.88481668e-13
