# Continuity error
# Time          # Local         # Global        # Cumulative    
0.00541338      3.57040707e-14	-3.78807858e-15	-3.78807858e-15
0.0120735       5.51546920e-14	-5.68523149e-15	-9.47331007e-15
0.0192697       4.48854239e-14	-8.27742538e-15	-1.77507354e-14
0.0267142       3.46074323e-14	-6.29059532e-15	-2.40413308e-14
0.0343297       8.01229533e-14	-1.36368609e-14	-3.76781916e-14
0.0422222       8.06380484e-14	-1.44126104e-14	-5.20908020e-14
0.0501613       8.10031144e-14	-8.31316523e-15	-6.04039673e-14
0.0582258       8.75851588e-14	-9.36967738e-15	-6.97736446e-14
0.0663934       7.72518648e-14	-8.36914303e-15	-7.81427877e-14
0.0745902       6.49916876e-14	-7.06398648e-15	-8.52067742e-14
0.0828333       5.55397915e-14	-6.05138045e-15	-9.12581546e-14
0.0911667       1.03710255e-13	-1.94057676e-14	-1.10663922e-13
0.0995          8.33865073e-14	-1.55992357e-14	-1.26263158e-13
0.107966        6.68448684e-14	-1.24647818e-14	-1.38727940e-13
0.116441        5.07842990e-14	-9.25529127e-15	-1.47983231e-13
0.124915        1.07670187e-13	-1.18746704e-14	-1.59857901e-13
0.13339         7.75468123e-14	-9.92746970e-15	-1.69785371e-13
0.141864        5.81865491e-14	-6.85186239e-15	-1.76637233e-13
0.150345        4.76431462e-14	-5.48288642e-15	-1.82120120e-13
0.158966        1.22345921e-13	-1.76777829e-14	-1.99797903e-13
0.167586        1.11643976e-13	-1.64359567e-14	-2.16233859e-13
0.176207        1.00882821e-13	-1.49620914e-14	-2.31195951e-13
0.184828        9.02314381e-14	-1.32994047e-14	-2.44495356e-13
0.193448        7.98999392e-14	-1.15895287e-14	-2.56084884e-13
0.202069        7.00422193e-14	-9.94340561e-15	-2.66028290e-13
0.21069         6.07483157e-14	-8.43261165e-15	-2.74460902e-13
0.21931         1.19869278e-13	-1.92341300e-14	-2.93695031e-13
0.227931        1.02524997e-13	-1.62424041e-14	-3.09937436e-13
0.236552        8.60250377e-14	-1.30259232e-14	-3.22963359e-13
0.245172        7.16711534e-14	-1.03020090e-14	-3.33265368e-13
0.253793        6.39054029e-14	-9.21363466e-15	-3.42479002e-13
0.262414        5.48606430e-14	-7.85079298e-15	-3.50329795e-13
0.271034        5.23319408e-14	-7.68814592e-15	-3.58017941e-13
0.279655        1.18989891e-13	-1.66298729e-14	-3.74647814e-13
0.288276        1.03492976e-13	-1.60255100e-14	-3.90673324e-13
0.296897        8.84061500e-14	-1.43155889e-14	-4.04988913e-13
