# Solver information
# Time        	U_solver      	Ux_initial    	Ux_final      	Ux_iters      	Uy_initial    	Uy_final      	Uy_iters      	U_converged   	p_solver      	p_initial     	p_final       	p_iters       	p_converged   
0.00430924    	smoothSolver	3.474180e-04	8.133760e-06	4	3.137290e-03	8.676290e-06	7	false	GAMG	3.818870e-02	3.777500e-04	5	true
0.00443032    	smoothSolver	3.399440e-04	7.851560e-06	4	3.087750e-03	8.400700e-06	7	false	GAMG	3.656920e-02	3.299680e-04	5	true
0.0045514     	smoothSolver	3.336120e-04	7.575030e-06	4	3.047670e-03	8.133710e-06	7	false	GAMG	3.516730e-02	3.246780e-04	5	true
0.00467248    	smoothSolver	3.273720e-04	7.315690e-06	4	3.007480e-03	7.881100e-06	7	false	GAMG	3.405650e-02	3.097650e-04	5	true
0.00479356    	smoothSolver	3.214730e-04	7.069300e-06	4	2.969890e-03	7.639600e-06	7	false	GAMG	3.284680e-02	2.981400e-04	5	true
0.00491753    	smoothSolver	3.233290e-04	7.322900e-06	4	3.003210e-03	8.156150e-06	7	false	GAMG	3.340520e-02	3.251030e-04	5	true
0.00504149    	smoothSolver	3.171370e-04	7.090760e-06	4	2.960770e-03	7.915280e-06	7	false	GAMG	3.210480e-02	2.791200e-04	5	true
0.00516545    	smoothSolver	3.119480e-04	6.861150e-06	4	2.927270e-03	7.679060e-06	7	false	GAMG	3.111520e-02	2.772870e-04	5	true
0.00528941    	smoothSolver	3.067760e-04	6.645960e-06	4	2.892790e-03	7.454950e-06	7	false	GAMG	3.007370e-02	2.648090e-04	5	true
0.00541338    	smoothSolver	3.018800e-04	6.440110e-06	4	2.860620e-03	7.240530e-06	7	false	GAMG	2.913880e-02	2.558970e-04	5	true
0.00553734    	smoothSolver	2.971810e-04	6.244020e-06	4	2.829520e-03	7.034980e-06	7	false	GAMG	2.828060e-02	2.466390e-04	5	true
0.00566484    	smoothSolver	3.010230e-04	6.578200e-06	4	2.879280e-03	7.672410e-06	7	false	GAMG	2.907730e-02	2.783710e-04	5	true
0.00579235    	smoothSolver	2.958960e-04	6.389970e-06	4	2.842740e-03	7.463240e-06	7	false	GAMG	2.797900e-02	2.324660e-04	5	true
0.00591985    	smoothSolver	2.917620e-04	6.198490e-06	4	2.815710e-03	7.254220e-06	7	false	GAMG	2.713100e-02	2.339910e-04	5	true
0.00604736    	smoothSolver	2.875750e-04	6.018460e-06	4	2.787210e-03	7.055640e-06	7	false	GAMG	2.636080e-02	2.235890e-04	5	true
0.00617486    	smoothSolver	2.836030e-04	5.845370e-06	4	2.760120e-03	6.864640e-06	7	false	GAMG	2.563300e-02	2.168380e-04	5	true
0.00630237    	smoothSolver	2.797590e-04	5.680110e-06	4	2.733510e-03	6.680870e-06	7	false	GAMG	2.493030e-02	2.095660e-04	5	true
0.00642987    	smoothSolver	2.760580e-04	5.521780e-06	4	2.707650e-03	6.504160e-06	7	false	GAMG	2.427140e-02	2.028910e-04	5	true
0.00655738    	smoothSolver	2.724870e-04	9.835460e-06	3	2.682490e-03	6.333780e-06	7	false	GAMG	4.230400e-02	2.608200e-04	6	true
0.00668488    	smoothSolver	2.642760e-04	9.734820e-06	3	2.604410e-03	6.204180e-06	7	false	GAMG	3.855020e-02	2.087290e-04	5	true
0.00681239    	smoothSolver	2.624700e-04	9.474250e-06	3	2.596320e-03	6.040690e-06	7	false	GAMG	3.685890e-02	2.757760e-04	5	true
0.00693989    	smoothSolver	2.591570e-04	9.263040e-06	3	2.571240e-03	5.889380e-06	7	false	GAMG	3.612430e-02	2.498540e-04	5	true
0.00707294    	smoothSolver	2.674550e-04	5.570980e-06	4	2.661980e-03	6.841560e-06	7	false	GAMG	2.088140e-02	1.564960e-04	4	true
0.00720599    	smoothSolver	2.684700e-04	9.721240e-06	3	2.685610e-03	6.632470e-06	7	false	GAMG	4.000770e-02	2.690270e-04	6	true
0.00733904    	smoothSolver	2.593980e-04	9.671820e-06	3	2.596540e-03	6.519650e-06	7	false	GAMG	3.674590e-02	1.736210e-04	5	true
0.00747208    	smoothSolver	2.581730e-04	9.410920e-06	3	2.593510e-03	6.348450e-06	7	false	GAMG	3.473830e-02	2.572700e-04	5	true
0.00760513    	smoothSolver	2.550680e-04	9.210970e-06	3	2.568530e-03	6.192630e-06	7	false	GAMG	3.420620e-02	2.277910e-04	5	true
0.00773818    	smoothSolver	2.525330e-04	9.001730e-06	3	2.549920e-03	6.045280e-06	7	false	GAMG	3.314570e-02	2.273840e-04	5	true
0.00787123    	smoothSolver	2.499570e-04	8.805160e-06	3	2.530150e-03	5.897240e-06	7	false	GAMG	3.266050e-02	2.202030e-04	5	true
